shipment_id	store_id	vendor_id
2138	719	775
2139	844	277
2140	608	797
2141	78	552
2142	947	326
2143	665	54
2144	573	587
2145	567	24
2146	463	361
2147	377	163
2148	287	680
2149	385	259
2150	610	271
2151	362	313
2152	372	655
2153	788	214
2154	503	171
2155	240	137
2156	778	376
2157	667	319
2158	580	608
2159	376	634
2160	569	909
2161	52	23
2162	759	287
2163	793	461
2164	150	348
2165	217	32
2166	392	10
2167	626	302
2168	596	670
2169	52	380
2170	875	941
2171	957	354
2172	853	512
2173	744	959
2174	986	129
2175	166	295
2176	368	782
2177	994	179
2178	627	606
2179	746	348
2180	46	538
2181	460	686
2182	608	144
2183	696	315
2184	23	976
2185	404	829
2186	726	498
2187	980	674
2188	55	794
2189	927	773
2190	183	370
2191	835	383
2192	117	990
2193	889	26
2194	597	294
2195	398	235
2196	722	209
2197	720	640
2198	26	129
2199	725	2
2200	83	931
2201	732	833
2202	74	565
2203	661	157
2204	65	498
2205	244	575
2206	713	951
2207	190	694
2208	714	411
2209	853	121
2210	749	160
2211	94	866
2212	513	553
2213	655	848
2214	66	432
2215	28	241
2216	980	84
2217	688	980
2218	353	265
2219	403	62
2220	865	995
2221	637	265
2222	891	277
2223	454	569
2224	792	516
2225	528	23
2226	346	757
2227	387	870
2228	649	187
2229	354	601
2230	203	575
2231	293	556
2232	196	100
2233	303	782
2234	375	421
2235	786	557
2236	855	693
2237	457	118
2238	539	185
2239	76	51
2240	973	529
2241	693	618
2242	534	788
2243	773	747
2244	959	264
2245	731	625
2246	516	793
2247	490	409
2248	800	121
2249	540	537
2250	102	554
2251	510	205
2252	341	435
2253	619	569
2254	555	640
2255	581	927
2256	494	133
2257	202	414
2258	370	256
2259	944	660
2260	627	742
2261	952	919
2262	398	299
2263	927	998
2264	764	200
2265	420	857
2266	250	152
2267	733	778
2268	516	120
2269	2	106
2270	867	491
2271	91	996
2272	264	802
2273	319	483
2274	622	591
2275	738	395
2276	778	26
2277	844	558
2278	711	706
2279	701	841
2280	833	963
2281	785	931
2282	765	202
2283	744	217
2284	726	927
2285	823	713
2286	941	169
2287	950	289
2288	895	425
2289	31	384
2290	115	679
2291	602	963
2292	69	801
2293	982	938
2294	593	671
2295	883	303
2296	263	646
2297	955	404
2298	944	468
2299	115	100
2300	490	293
2301	7	31
2302	319	951
2303	520	420
2304	480	420
2305	851	66
2306	788	712
2307	232	960
2308	698	18
2309	120	549
2310	55	327
2311	910	275
2312	202	724
2313	355	983
2314	934	200
2315	412	210
2316	59	619
2317	530	610
2318	112	597
2319	30	332
2320	174	608
2321	209	800
2322	108	197
2323	205	40
2324	769	788
2325	865	426
2326	365	645
2327	419	513
2328	581	799
2329	877	635
2330	362	92
2331	148	307
2332	576	534
2333	362	237
2334	667	901
2335	929	284
2336	256	637
2337	425	173
2338	860	677
2339	951	955
2340	470	226
2341	638	923
2342	65	140
2343	145	750
2344	327	421
2345	440	638
2346	688	672
2347	203	923
2348	304	845
2349	33	811
2350	724	859
2351	731	44
2352	522	708
2353	603	625
2354	156	405
2355	859	388
2356	110	4
2357	800	870
2358	916	320
2359	124	821
2360	651	529
2361	608	167
2362	258	440
2363	16	258
2364	255	992
2365	792	844
2366	582	173
2367	368	692
2368	229	524
2369	153	40
2370	646	816
2371	266	33
2372	647	544
2373	170	452
2374	448	405
2375	862	368
2376	319	134
2377	614	162
2378	152	75
2379	920	312
2380	126	668
2381	813	12
2382	632	996
2383	760	987
2384	730	751
2385	673	242
2386	265	634
2387	224	35
2388	665	754
2389	478	505
2390	909	263
2391	78	234
2392	270	310
2393	397	639
2394	432	654
2395	578	36
2396	610	133
2397	328	796
2398	651	431
2399	347	581
2400	63	784
2401	134	439
2402	576	860
2403	496	164
2404	955	318
2405	242	649
2406	636	932
2407	113	381
2408	772	363
2409	909	873
2410	541	313
2411	915	8
2412	501	10
2413	517	544
2414	111	569
2415	309	972
2416	328	220
2417	808	28
2418	981	665
2419	855	853
2420	170	687
2421	511	145
2422	593	704
2423	964	860
2424	539	221
2425	29	140
2426	601	483
2427	918	975
2428	480	686
2429	835	695
2430	129	993
2431	985	822
2432	913	864
2433	620	596
2434	290	688
2435	552	841
2436	254	228
2437	559	110
2438	146	910
2439	447	369
2440	905	182
2441	291	332
2442	214	87
2443	714	518
2444	804	370
2445	593	371
2446	478	776
2447	866	616
2448	354	472
2449	543	445
2450	455	801
2451	862	242
2452	908	14
2453	764	628
2454	865	403
2455	940	599
2456	976	816
2457	67	381
2458	114	294
2459	171	366
2460	470	315
2461	530	226
2462	195	465
2463	99	238
2464	530	466
2465	616	674
2466	219	798
2467	409	216
2468	932	280
2469	50	113
2470	781	588
2471	731	696
2472	621	787
2473	655	748
2474	10	872
2475	901	61
2476	949	354
2477	233	455
2478	582	240
2479	73	803
2480	637	841
2481	158	897
2482	999	850
2483	249	184
2484	652	448
2485	540	554
2486	515	751
2487	491	220
2488	908	320
2489	740	58
2490	110	329
2491	586	387
2492	961	143
2493	834	508
2494	516	346
2495	208	440
2496	881	963
2497	983	763
2498	812	820
2499	957	94
2500	20	499
2501	5	660
2502	613	954
2503	484	501
2504	660	744
2505	296	509
2506	484	966
2507	119	711
2508	963	767
2509	342	8
2510	84	229
2511	122	637
2512	83	655
2513	657	728
2514	801	614
2515	669	977
2516	173	976
2517	837	217
2518	777	293
2519	127	867
2520	330	716
2521	727	817
2522	374	699
2523	190	828
2524	163	103
2525	485	395
2526	550	337
2527	359	471
2528	610	967
2529	156	251
2530	749	722
2531	451	655
2532	802	221
2533	460	180
2534	711	911
2535	605	853
2536	386	504
2537	678	272
2538	166	561
2539	546	744
2540	775	26
2541	542	97
2542	519	269
2543	252	729
2544	605	234
2545	568	813
2546	331	279
2547	95	238
2548	548	195
2549	83	765
2550	139	609
2551	175	427
2552	680	688
2553	338	419
2554	788	826
2555	532	364
2556	817	625
2557	895	928
2558	892	804
2559	477	846
2560	477	299
2561	463	539
2562	573	313
2563	519	543
2564	368	820
2565	682	131
2566	419	210
2567	494	875
2568	254	861
2569	958	961
2570	272	908
2571	920	957
2572	89	165
2573	264	93
2574	339	481
2575	943	923
2576	833	178
2577	183	229
2578	585	931
2579	753	346
2580	920	231
2581	292	556
2582	836	21
2583	275	22
2584	542	677
2585	924	456
2586	929	300
2587	82	154
2588	641	644
2589	659	460
2590	666	645
2591	698	536
2592	781	630
2593	766	542
2594	960	128
2595	145	442
2596	831	806
2597	376	965
2598	383	731
2599	795	792
2600	52	537
2601	365	380
2602	668	853
2603	898	123
2604	741	933
2605	579	944
2606	257	226
2607	624	341
2608	177	164
2609	109	377
2610	544	879
2611	463	174
2612	349	354
2613	524	576
2614	341	140
2615	945	913
2616	608	969
2617	607	177
2618	763	25
2619	78	953
2620	424	529
2621	774	284
2622	860	982
2623	973	942
2624	474	246
2625	620	568
2626	153	388
2627	458	667
2628	101	750
2629	559	301
2630	777	710
2631	871	624
2632	439	291
2633	703	533
2634	829	965
2635	117	957
2636	469	859
2637	612	825
2638	409	155
2639	849	552
2640	356	39
2641	940	404
2642	554	523
2643	543	162
2644	379	611
2645	415	715
2646	986	761
2647	746	281
2648	150	784
2649	323	352
2650	145	242
2651	64	276
2652	655	883
2653	856	964
2654	389	5
2655	794	554
2656	828	130
2657	330	30
2658	421	89
2659	820	787
2660	97	553
2661	470	515
2662	337	344
2663	940	598
2664	931	205
2665	787	416
2666	697	227
2667	832	865
2668	408	693
2669	417	510
2670	799	7
2671	84	730
2672	118	262
2673	483	485
2674	884	525
2675	942	810
2676	433	720
2677	636	640
2678	727	144
2679	969	892
2680	951	804
2681	76	489
2682	749	571
2683	660	879
2684	890	68
2685	120	87
2686	83	636
2687	756	420
2688	614	510
2689	156	324
2690	975	831
2691	771	823
2692	954	638
2693	503	976
2694	166	44
2695	231	302
2696	262	385
2697	747	262
2698	257	599
2699	517	529
2700	754	60
2701	709	161
2702	264	405
2703	935	132
2704	944	285
2705	965	294
2706	377	272
2707	315	346
2708	39	814
2709	168	667
2710	513	757
2711	36	388
2712	975	490
2713	135	326
2714	967	823
2715	919	867
2716	303	211
2717	422	778
2718	847	522
2719	43	588
2720	93	722
2721	259	484
2722	243	977
2723	19	911
2724	800	972
2725	385	644
2726	241	331
2727	581	209
2728	753	503
2729	955	878
2730	626	560
2731	557	617
2732	749	513
2733	455	666
2734	157	167
2735	396	887
2736	562	807
2737	865	385
2738	289	920
2739	955	124
2740	175	543
2741	421	913
2742	732	32
2743	747	18
2744	757	46
2745	90	393
2746	918	109
2747	581	362
2748	754	461
2749	564	964
2750	85	239
2751	532	156
2752	57	578
2753	123	193
2754	790	608
2755	100	579
2756	70	823
2757	254	198
2758	18	350
2759	427	281
2760	852	273
2761	68	464
2762	535	523
2763	98	204
2764	105	950
2765	229	556
2766	390	374
2767	358	894
2768	661	896
2769	946	535
2770	496	735
2771	2	802
2772	33	197
2773	972	767
2774	745	353
2775	356	759
2776	858	366
2777	791	801
2778	302	93
2779	490	28
2780	763	122
2781	751	919
2782	28	281
2783	664	443
2784	512	678
2785	374	825
2786	267	178
2787	859	714
2788	96	631
2789	811	514
2790	941	149
2791	773	267
2792	582	827
2793	226	333
2794	476	940
2795	742	248
2796	595	527
2797	775	992
2798	648	483
2799	294	552
2800	722	676
2801	507	95
2802	644	400
2803	475	857
2804	906	763
2805	87	609
2806	874	448
2807	400	582
2808	551	651
2809	750	150
2810	582	356
2811	574	211
2812	90	494
2813	963	184
2814	300	495
2815	460	523
2816	975	269
2817	558	915
2818	882	11
2819	237	896
2820	875	438
2821	740	220
2822	647	460
2823	552	366
2824	520	199
2825	165	126
2826	651	163
2827	4	236
2828	44	194
2829	976	477
2830	42	203
2831	448	535
2832	326	210
2833	195	507
2834	264	841
2835	69	783
2836	878	723
2837	683	480
2838	384	432
2839	713	101
2840	953	249
2841	229	759
2842	959	332
2843	653	920
2844	396	613
2845	806	61
2846	151	184
2847	70	708
2848	330	950
2849	459	789
2850	849	56
2851	721	775
2852	375	677
2853	996	700
2854	944	874
2855	434	729
2856	431	113
2857	337	124
2858	969	552
2859	177	312
2860	386	262
2861	586	801
2862	302	42
2863	11	484
2864	353	978
2865	302	983
2866	701	725
2867	873	452
2868	634	325
2869	745	871
2870	175	301
2871	626	107
2872	454	105
2873	195	99
2874	370	569
2875	43	929
2876	830	182
2877	171	261
2878	636	248
2879	348	598
2880	655	46
2881	781	604
2882	187	753
2883	991	385
2884	46	955
2885	870	518
2886	612	913
2887	705	280
2888	754	581
2889	148	523
2890	251	649
2891	85	982
2892	31	155
2893	227	14
2894	910	779
2895	720	687
2896	635	73
2897	739	835
2898	957	275
2899	108	503
2900	490	915
2901	545	601
2902	35	134
2903	20	472
2904	726	424
2905	727	122
2906	321	712
2907	821	424
2908	80	879
2909	725	498
2910	937	481
2911	868	130
2912	327	870
2913	980	293
2914	440	131
2915	860	876
2916	908	921
2917	248	346
2918	412	596
2919	624	633
2920	732	792
2921	348	469
2922	442	486
2923	909	884
2924	17	361
2925	625	376
2926	773	61
2927	287	994
2928	233	61
2929	530	641
2930	396	534
2931	351	920
2932	200	860
2933	765	723
2934	809	10
2935	548	450
2936	488	944
2937	20	900
2938	558	745
2939	602	573
2940	224	826
2941	758	545
2942	147	981
2943	335	855
2944	427	789
2945	86	843
2946	324	30
2947	974	457
2948	155	49
2949	843	161
2950	580	356
2951	269	569
2952	81	465
2953	61	293
2954	362	891
2955	201	444
2956	330	322
2957	865	946
2958	36	432
2959	681	29
2960	937	174
2961	729	270
2962	73	355
2963	944	423
2964	620	967
2965	64	859
2966	418	48
2967	868	518
2968	626	550
2969	906	363
2970	825	423
2971	932	657
2972	802	980
2973	181	298
2974	897	297
2975	674	180
2976	429	726
2977	159	867
2978	577	771
2979	880	947
2980	185	24
2981	374	319
2982	168	369
2983	377	344
2984	580	437
2985	152	633
2986	436	518
2987	428	806
2988	102	221
2989	357	43
2990	876	533
2991	7	727
2992	832	975
2993	164	900
2994	281	501
2995	390	701
2996	779	977
2997	742	116
2998	627	289
2999	794	628
3000	917	873
3001	671	817
3002	318	124
3003	513	860
3004	273	831
3005	92	157
3006	802	116
3007	699	798
3008	94	725
3009	446	198
3010	447	856
3011	138	359
3012	481	18
3013	555	282
3014	888	498
3015	207	898
3016	432	258
3017	504	755
3018	165	261
3019	599	957
3020	25	881
3021	145	804
3022	641	285
3023	72	723
3024	177	651
3025	407	82
3026	903	790
3027	261	734
3028	297	162
3029	441	237
3030	474	490
3031	185	428
3032	997	356
3033	867	207
3034	12	746
3035	645	402
3036	862	51
3037	395	266
3038	117	717
3039	621	27
3040	787	396
3041	254	207
3042	789	257
3043	128	490
3044	868	314
3045	239	587
3046	769	833
3047	334	567
3048	128	150
3049	481	492
3050	219	435
3051	498	99
3052	106	803
3053	120	664
3054	9	837
3055	352	675
3056	928	341
3057	441	201
3058	753	824
3059	343	297
3060	319	728
3061	479	280
3062	270	922
3063	190	149
3064	458	62
3065	582	596
3066	878	170
3067	185	526
3068	597	106
3069	966	770
3070	521	742
3071	425	90
3072	187	649
3073	236	32
3074	12	467
3075	924	968
3076	510	276
3077	220	972
3078	632	785
3079	161	568
3080	487	755
3081	972	496
3082	112	400
3083	91	119
3084	710	431
3085	710	710
3086	278	664
3087	620	833
3088	812	457
3089	370	377
3090	86	386
3091	349	71
3092	844	691
3093	254	341
3094	434	698
3095	990	758
3096	163	817
3097	91	468
3098	155	916
3099	505	754
3100	768	51
3101	555	182
3102	621	896
3103	706	29
3104	658	971
3105	196	83
3106	561	143
3107	538	52
3108	570	780
3109	720	548
3110	555	992
3111	621	71
3112	47	289
3113	366	419
3114	741	322
3115	371	295
3116	649	515
3117	303	482
3118	408	1
3119	26	318
3120	462	580
3121	50	373
3122	553	941
3123	153	787
3124	930	108
3125	872	219
3126	439	730
3127	874	196
3128	842	940
3129	798	722
3130	2	867
3131	86	94
3132	79	572
3133	892	933
3134	295	50
3135	289	264
3136	766	122
3137	245	516
3138	763	977
3139	371	189
3140	305	726
3141	26	725
3142	392	99
3143	443	875
3144	56	204
3145	569	681
3146	595	535
3147	124	622
3148	904	329
3149	803	858
3150	355	118
3151	189	891
3152	65	602
3153	640	501
3154	870	925
3155	346	417
3156	721	527
3157	266	359
3158	308	405
3159	359	964
3160	197	654
3161	691	751
3162	237	449
3163	91	980
3164	229	331
3165	673	310
3166	501	701
3167	339	961
3168	127	11
3169	699	905
3170	620	159
3171	229	796
3172	879	897
3173	139	381
3174	54	217
3175	502	637
3176	91	774
3177	524	3
3178	197	194
3179	733	34
3180	572	549
3181	715	666
3182	424	543
3183	405	4
3184	359	287
3185	238	406
3186	57	646
3187	908	569
3188	241	207
3189	160	39
3190	387	173
3191	177	989
3192	281	695
3193	827	494
3194	647	188
3195	750	755
3196	466	524
3197	505	1000
3198	112	402
3199	135	440
3200	813	606
3201	818	208
3202	14	833
3203	692	232
3204	481	881
3205	880	132
3206	508	86
3207	172	256
3208	39	497
3209	845	769
3210	210	504
3211	856	639
3212	866	818
3213	959	443
3214	732	191
3215	879	424
3216	150	10
3217	687	699
3218	640	83
3219	675	835
3220	270	130
3221	556	303
3222	114	503
3223	838	179
3224	788	248
3225	175	747
3226	999	60
3227	673	724
3228	546	638
3229	98	119
3230	867	800
3231	207	682
3232	14	917
3233	414	597
3234	192	759
3235	613	935
3236	55	493
3237	382	1000
3238	500	973
3239	338	241
3240	221	930
3241	657	902
3242	382	271
3243	102	968
3244	294	268
3245	787	242
3246	968	121
3247	439	669
3248	49	686
3249	770	644
3250	579	324
3251	467	117
3252	529	511
3253	600	155
3254	567	331
3255	680	775
3256	297	117
3257	356	946
3258	778	923
3259	954	700
3260	898	393
3261	909	342
3262	764	581
3263	509	241
3264	408	353
3265	153	936
3266	402	309
3267	275	930
3268	463	504
3269	954	690
3270	154	85
3271	850	865
3272	925	264
3273	724	990
3274	592	156
3275	970	363
3276	215	445
3277	170	797
3278	86	354
3279	754	109
3280	751	460
3281	247	783
3282	938	351
3283	192	73
3284	968	346
3285	205	810
3286	27	120
3287	408	323
3288	230	23
3289	918	480
3290	885	704
3291	359	250
3292	374	685
3293	7	286
3294	305	396
3295	349	763
3296	337	199
3297	809	720
3298	881	836
3299	920	958
3300	5	724
3301	129	431
3302	889	699
3303	281	430
3304	935	237
3305	654	518
3306	988	67
3307	236	627
3308	166	377
3309	82	273
3310	51	563
3311	74	473
3312	720	972
3313	327	354
3314	615	203
3315	63	502
3316	620	413
3317	347	683
3318	924	103
3319	174	890
3320	637	459
3321	229	345
3322	74	310
3323	960	964
3324	91	365
3325	1	391
3326	760	532
3327	23	962
3328	985	477
3329	475	498
3330	516	603
3331	268	589
3332	55	169
3333	602	772
3334	639	676
3335	768	555
3336	119	692
3337	757	88
3338	996	10
3339	821	202
3340	459	569
3341	892	584
3342	673	905
3343	158	189
3344	345	988
3345	182	441
3346	251	232
3347	308	158
3348	134	248
3349	734	14
3350	789	718
3351	935	478
3352	183	904
3353	108	691
3354	971	409
3355	142	20
3356	358	375
3357	788	311
3358	292	59
3359	336	303
3360	124	675
3361	517	186
3362	769	900
3363	715	753
3364	46	251
3365	144	531
3366	526	875
3367	663	238
3368	232	715
3369	926	245
3370	757	949
3371	215	371
3372	731	595
3373	972	167
3374	452	125
3375	138	450
3376	275	123
3377	187	953
3378	963	506
3379	383	970
3380	728	344
3381	15	771
3382	44	177
3383	990	754
3384	967	530
3385	339	124
3386	733	182
3387	678	829
3388	318	323
3389	309	908
3390	94	856
3391	294	757
3392	599	989
3393	565	163
3394	419	790
3395	672	331
3396	243	52
3397	470	913
3398	494	399
3399	458	466
3400	697	244
3401	954	960
3402	36	493
3403	37	544
3404	1	64
3405	927	553
3406	150	600
3407	724	640
3408	663	28
3409	689	734
3410	558	323
3411	459	351
3412	500	126
3413	467	340
3414	760	949
3415	907	354
3416	209	33
3417	249	677
3418	160	939
3419	148	572
3420	693	110
3421	416	737
3422	974	51
3423	312	146
3424	379	293
3425	325	313
3426	857	302
3427	767	809
3428	268	826
3429	818	824
3430	350	153
3431	781	437
3432	163	253
3433	635	212
3434	85	960
3435	790	769
3436	790	811
3437	113	861
3438	540	222
3439	699	845
3440	72	573
3441	614	777
3442	923	74
3443	465	104
3444	758	997
3445	519	862
3446	462	485
3447	608	732
3448	169	495
3449	105	946
3450	848	988
3451	24	16
3452	241	512
3453	950	8
3454	787	13
3455	212	962
3456	211	803
3457	844	714
3458	5	824
3459	356	291
3460	486	474
3461	868	883
3462	643	203
3463	825	713
3464	428	979
3465	506	596
3466	349	144
3467	326	424
3468	357	392
3469	682	171
3470	411	555
3471	840	413
3472	410	647
3473	759	650
3474	7	174
3475	597	618
3476	875	948
3477	390	700
3478	121	470
3479	287	10
3480	25	650
3481	553	827
3482	13	560
3483	52	773
3484	989	467
3485	639	336
3486	526	328
3487	369	789
3488	244	494
3489	162	575
3490	645	622
3491	882	525
3492	952	804
3493	874	159
3494	657	117
3495	357	986
3496	460	80
3497	406	167
3498	439	337
3499	443	418
3500	319	76
3501	293	912
3502	315	220
3503	243	334
3504	570	719
3505	131	651
3506	892	922
3507	649	555
3508	243	996
3509	490	892
3510	678	86
3511	741	387
3512	583	112
3513	7	529
3514	367	471
3515	74	166
3516	307	735
3517	317	680
3518	732	224
3519	176	672
3520	935	212
3521	87	647
3522	879	889
3523	373	990
3524	296	67
3525	201	385
3526	578	48
3527	845	966
3528	184	893
3529	446	635
3530	356	3
3531	633	831
3532	397	527
3533	524	848
3534	615	570
3535	535	990
3536	499	453
3537	984	216
3538	875	938
3539	579	156
3540	654	708
3541	802	258
3542	849	773
3543	357	827
3544	823	869
3545	321	624
3546	684	561
3547	125	988
3548	677	954
3549	476	413
3550	833	704
3551	816	274
3552	358	407
3553	639	685
3554	820	126
3555	434	218
3556	628	215
3557	270	152
3558	894	160
3559	903	730
3560	570	841
3561	588	42
3562	321	477
3563	925	758
3564	877	778
3565	759	541
3566	971	854
3567	620	913
3568	954	75
3569	140	494
3570	145	753
3571	988	782
3572	57	594
3573	501	40
3574	463	733
3575	612	138
3576	703	122
3577	33	98
3578	531	663
3579	990	979
3580	155	729
3581	459	15
3582	387	371
3583	889	223
3584	790	18
3585	701	54
3586	42	714
3587	203	268
3588	686	819
3589	344	736
3590	72	677
3591	442	828
3592	16	550
3593	594	660
3594	330	629
3595	98	16
3596	560	237
3597	720	580
3598	407	387
3599	733	345
3600	116	381
3601	803	473
3602	323	21
3603	32	624
3604	54	377
3605	447	227
3606	478	550
3607	950	585
3608	337	225
3609	720	373
3610	406	585
3611	624	427
3612	502	765
3613	762	64
3614	770	479
3615	764	128
3616	864	265
3617	158	274
3618	426	156
3619	336	420
3620	204	412
3621	81	455
3622	641	629
3623	47	46
3624	101	248
3625	335	226
3626	803	835
3627	692	224
3628	768	397
3629	1	58
3630	52	77
3631	877	456
3632	390	233
3633	678	249
3634	38	287
3635	986	7
3636	13	710
3637	324	861
3638	896	980
3639	370	509
3640	738	703
3641	110	766
3642	14	21
3643	475	144
3644	725	940
3645	180	694
3646	416	391
3647	529	217
3648	740	510
3649	830	516
3650	519	408
3651	152	618
3652	144	244
3653	860	758
3654	921	366
3655	564	346
3656	393	928
3657	648	416
3658	995	412
3659	991	447
3660	657	555
3661	801	532
3662	511	655
3663	898	158
3664	997	818
3665	755	13
3666	784	847
3667	238	413
3668	957	178
3669	85	442
3670	570	504
3671	34	270
3672	205	170
3673	338	962
3674	470	547
3675	60	105
3676	821	204
3677	257	525
3678	523	269
3679	913	365
3680	398	202
3681	257	100
3682	142	223
3683	843	928
3684	800	992
3685	381	962
3686	166	384
3687	768	800
3688	528	767
3689	306	115
3690	8	711
3691	754	925
3692	200	246
3693	202	83
3694	353	407
3695	536	472
3696	192	321
3697	74	357
3698	125	267
3699	267	521
3700	359	498
3701	512	78
3702	459	790
3703	542	383
3704	939	430
3705	819	524
3706	8	60
3707	86	630
3708	790	139
3709	686	838
3710	531	445
3711	423	403
3712	993	516
3713	460	611
3714	621	847
3715	374	160
3716	49	395
3717	808	99
3718	854	753
3719	142	841
3720	151	407
3721	804	574
3722	909	768
3723	929	394
3724	929	949
3725	453	805
3726	549	564
3727	554	891
3728	83	218
3729	600	668
3730	489	849
3731	491	730
3732	421	269
3733	119	257
3734	348	569
3735	471	335
3736	374	418
3737	885	856
3738	623	586
3739	442	555
3740	883	686
3741	452	432
3742	862	401
3743	956	520
3744	816	765
3745	320	209
3746	979	851
3747	998	940
3748	462	113
3749	319	74
3750	250	513
3751	126	106
3752	425	802
3753	177	250
3754	545	837
3755	510	308
3756	610	963
3757	890	934
3758	9	430
3759	422	293
3760	200	486
3761	465	791
3762	906	504
3763	456	5
3764	455	760
3765	696	980
3766	87	961
3767	303	438
3768	306	773
3769	431	624
3770	726	814
3771	896	531
3772	483	595
3773	846	356
3774	633	472
3775	455	388
3776	842	237
3777	546	601
3778	412	592
3779	287	983
3780	537	108
3781	52	819
3782	887	939
3783	809	639
3784	181	950
3785	615	971
3786	27	533
3787	915	949
3788	540	506
3789	812	606
3790	144	424
3791	200	519
3792	360	76
3793	698	195
3794	644	356
3795	357	851
3796	772	926
3797	378	75
3798	538	44
3799	573	350
3800	62	752
3801	985	992
3802	804	202
3803	203	376
3804	483	272
3805	320	879
3806	664	88
3807	241	164
3808	144	496
3809	131	365
3810	974	862
3811	751	62
3812	457	944
3813	979	97
3814	120	931
3815	347	545
3816	761	518
3817	686	332
3818	646	525
3819	608	362
3820	912	658
3821	179	623
3822	653	720
3823	785	603
3824	219	287
3825	757	286
3826	693	800
3827	454	347
3828	640	366
3829	393	452
3830	123	933
3831	898	388
3832	666	138
3833	401	93
3834	321	418
3835	553	760
3836	528	907
3837	236	719
3838	391	699
3839	183	690
3840	578	266
3841	926	969
3842	389	441
3843	89	591
3844	156	28
3845	342	963
3846	950	740
3847	494	480
3848	970	134
3849	108	769
3850	984	485
3851	991	274
3852	733	431
3853	446	812
3854	380	998
3855	464	361
3856	597	287
3857	187	248
3858	238	426
3859	367	841
3860	395	899
3861	155	492
3862	104	954
3863	726	203
3864	245	677
3865	603	332
3866	612	368
3867	579	809
3868	763	493
3869	805	328
3870	977	645
3871	342	311
3872	833	160
3873	36	693
3874	118	406
3875	952	430
3876	727	779
3877	422	785
3878	543	310
3879	247	767
3880	858	256
3881	799	933
3882	602	443
3883	290	958
3884	45	814
3885	994	62
3886	720	390
3887	597	157
3888	245	846
3889	247	510
3890	29	578
3891	332	778
3892	959	281
3893	57	232
3894	178	696
3895	995	885
3896	340	530
3897	360	276
3898	404	317
3899	200	588
3900	641	520
3901	352	749
3902	549	278
3903	450	883
3904	115	11
3905	323	811
3906	798	81
3907	414	94
3908	419	818
3909	690	606
3910	200	33
3911	965	808
3912	530	413
3913	906	985
3914	534	920
3915	518	143
3916	417	925
3917	841	426
3918	884	3
3919	180	132
3920	153	404
3921	707	834
3922	422	2
3923	555	424
3924	310	459
3925	520	163
3926	159	516
3927	839	601
3928	564	377
3929	976	230
3930	799	518
3931	411	907
3932	636	674
3933	989	942
3934	995	866
3935	541	935
3936	200	558
3937	684	284
3938	272	970
3939	556	480
3940	922	800
3941	726	560
3942	175	240
3943	129	686
3944	637	634
3945	597	287
3946	807	991
3947	548	966
3948	286	531
3949	211	47
3950	252	726
3951	422	154
3952	976	142
3953	589	499
3954	121	244
3955	211	129
3956	681	956
3957	935	622
3958	769	101
3959	431	553
3960	135	497
3961	199	223
3962	425	937
3963	150	830
3964	758	395
3965	520	16
3966	614	411
3967	750	470
3968	353	692
3969	585	555
3970	578	491
3971	995	47
3972	33	521
3973	312	690
3974	322	709
3975	906	432
3976	405	137
3977	632	753
3978	608	554
3979	38	272
3980	213	823
3981	124	157
3982	201	374
3983	318	450
3984	2	593
3985	974	674
3986	506	443
3987	382	115
3988	893	170
3989	905	689
3990	858	245
3991	680	558
3992	487	816
3993	706	986
3994	794	953
3995	945	488
3996	472	194
3997	195	51
3998	516	310
3999	4	386
4000	464	528
4001	525	516
4002	35	636
4003	460	5
4004	910	936
4005	213	292
4006	356	944
4007	779	708
4008	235	477
4009	877	131
4010	186	986
4011	18	722
4012	765	456
4013	750	479
4014	905	802
4015	710	645
4016	794	830
4017	766	567
4018	780	65
4019	559	888
4020	20	10
4021	566	724
4022	249	840
4023	902	911
4024	402	356
4025	472	775
4026	312	384
4027	730	572
4028	789	977
4029	121	428
4030	503	25
4031	199	422
4032	969	473
4033	422	404
4034	691	738
4035	571	582
4036	190	118
4037	611	247
4038	294	744
4039	736	986
4040	628	867
4041	97	662
4042	281	114
4043	276	944
4044	894	713
4045	559	40
4046	542	355
4047	29	104
4048	400	839
4049	531	175
4050	275	708
4051	926	544
4052	960	430
4053	338	540
4054	927	535
4055	499	886
4056	921	361
4057	133	675
4058	401	654
4059	357	240
4060	143	666
4061	709	950
4062	208	665
4063	63	538
4064	116	949
4065	62	684
4066	336	796
4067	338	88
4068	503	209
4069	190	933
4070	429	469
4071	954	276
4072	409	794
4073	712	683
4074	404	410
4075	675	200
4076	882	806
4077	191	400
4078	925	624
4079	880	639
4080	993	517
4081	639	586
4082	186	238
4083	378	94
4084	198	442
4085	586	808
4086	922	559
4087	220	298
4088	763	506
4089	670	10
4090	314	83
4091	764	29
4092	87	8
4093	611	657
4094	658	493
4095	881	382
4096	597	480
4097	448	34
4098	729	955
4099	678	88
4100	1	498
4101	121	630
4102	163	365
4103	182	3
4104	190	186
4105	483	703
4106	929	966
4107	334	944
4108	775	977
4109	182	665
4110	677	123
4111	965	595
4112	425	79
4113	184	988
4114	171	555
4115	328	540
4116	144	91
4117	436	462
4118	245	155
4119	943	633
4120	481	439
4121	226	408
4122	517	12
4123	370	247
4124	442	644
4125	718	509
4126	90	341
4127	130	814
4128	346	150
4129	167	672
4130	365	95
4131	405	722
4132	134	326
4133	545	891
4134	723	832
