store_id	product_id	unit_price	quantity
65	527	508	829
952	55	831	48
931	676	739	103
777	63	674	835
909	775	812	579
364	943	175	272
49	484	378	400
178	250	14	404
246	73	513	600
712	150	118	521
633	607	31	858
415	278	847	80
663	751	70	151
216	204	716	866
652	620	564	42
373	57	491	514
859	246	762	575
161	562	869	615
393	995	585	401
635	5	43	456
403	412	46	75
878	937	462	509
497	277	519	301
571	884	180	17
478	913	723	288
466	996	78	488
106	411	72	595
14	57	32	702
298	529	261	294
821	838	844	177
8	754	838	232
444	667	956	341
499	528	765	63
490	974	666	843
589	711	619	200
24	50	291	779
567	743	817	215
989	508	492	511
617	515	449	564
952	736	218	845
435	96	20	401
818	578	929	268
105	871	25	744
444	624	914	79
32	889	46	255
391	530	850	779
254	648	542	241
133	47	634	824
910	364	109	196
732	958	405	3
521	370	406	196
106	629	637	411
785	590	217	118
104	235	304	25
831	529	54	635
469	907	530	899
712	489	105	48
186	660	145	259
512	378	661	401
52	13	702	694
36	785	696	464
568	144	917	573
699	462	17	987
877	741	971	974
277	849	637	346
905	421	112	395
89	666	699	580
735	465	823	750
572	113	791	282
670	409	163	648
801	141	977	690
415	981	373	273
392	95	20	613
969	906	689	77
592	988	407	762
312	192	537	999
437	992	48	642
882	345	929	65
54	767	847	270
311	216	185	48
435	716	443	523
43	885	789	113
288	200	894	601
876	934	445	312
766	178	385	877
773	179	944	19
875	298	77	885
373	718	452	219
397	780	394	60
840	359	209	188
59	954	793	113
953	729	68	366
720	528	631	166
74	410	160	111
644	459	896	890
853	939	160	204
823	270	46	883
959	157	816	836
683	345	555	145
805	608	590	428
54	909	201	655
220	411	738	29
813	956	90	845
642	759	430	698
619	564	224	853
470	841	875	229
517	269	937	66
455	497	44	422
348	611	541	673
936	503	474	708
543	746	716	519
617	289	440	189
778	380	521	905
615	318	120	357
683	917	509	764
386	47	524	551
598	16	599	399
380	93	6	853
302	784	250	894
887	266	220	912
528	784	842	980
304	871	531	855
174	757	823	365
8	242	931	726
454	117	530	482
830	854	95	109
802	715	880	678
676	863	670	31
434	933	615	528
981	918	227	376
716	538	288	212
654	685	812	881
889	4	301	260
498	51	91	64
194	369	269	525
234	535	798	793
445	748	377	103
798	142	849	375
134	530	505	499
209	424	922	606
418	385	106	666
256	271	390	745
232	410	173	753
888	652	498	265
682	670	691	502
332	540	382	534
605	69	975	106
108	520	202	921
398	478	581	99
915	35	845	85
655	407	248	487
869	355	192	584
409	354	859	90
248	397	848	701
655	98	939	750
192	335	856	677
723	589	919	806
646	238	893	324
306	231	377	62
170	81	498	819
927	486	753	606
203	773	734	795
70	489	485	52
214	400	336	597
501	99	518	271
651	273	137	532
178	751	545	627
838	991	464	221
850	646	820	919
421	975	317	871
141	449	121	731
984	161	531	130
912	72	753	499
15	283	138	299
680	99	835	856
851	879	454	2
760	549	599	697
544	926	151	338
759	476	757	514
890	738	199	701
228	141	230	864
511	118	763	723
153	395	416	624
491	956	309	919
421	332	380	910
553	500	611	109
337	277	542	240
272	538	103	483
936	833	915	960
706	804	313	432
784	891	112	502
356	320	267	779
455	240	583	649
364	985	959	492
809	651	805	450
375	426	486	608
204	363	393	383
316	277	884	428
315	651	275	999
395	958	243	560
532	948	822	624
9	156	717	393
771	234	944	503
943	368	474	948
605	614	601	960
353	109	687	81
844	828	906	875
124	418	842	474
774	151	124	243
376	827	384	176
379	179	719	798
359	576	19	125
898	539	910	918
249	705	391	342
86	826	648	880
545	985	973	835
92	242	397	83
15	445	845	435
874	819	31	283
517	410	318	337
7	61	214	67
890	435	542	185
240	432	778	643
127	46	896	686
791	969	155	850
866	707	777	491
704	69	415	980
994	180	796	467
451	545	7	782
153	650	913	258
841	153	719	672
30	280	463	104
227	619	227	690
472	293	226	149
497	456	523	352
326	817	163	816
477	692	496	1000
360	814	149	179
102	786	683	286
335	568	644	176
501	61	444	455
707	291	330	824
19	239	782	697
872	53	360	740
728	508	367	729
906	253	955	225
12	208	442	919
528	689	98	819
165	387	965	794
924	832	201	680
192	85	798	660
332	531	191	993
483	796	408	265
905	291	241	687
792	174	998	64
352	590	804	9
374	749	218	883
3	428	662	252
131	62	188	926
896	928	626	38
383	921	18	843
812	951	573	42
60	30	521	992
801	297	703	90
968	580	886	295
914	807	809	30
967	469	838	574
292	298	871	179
111	423	666	817
248	362	660	190
960	723	400	555
242	991	155	343
731	893	342	118
278	235	475	139
783	909	278	909
62	935	449	402
246	482	952	860
293	573	614	219
858	502	185	636
739	254	469	840
59	950	610	593
166	163	47	842
430	238	431	12
359	745	436	172
571	929	232	426
638	857	260	722
996	78	84	474
461	588	273	132
269	130	206	765
231	580	971	592
738	283	936	334
159	811	754	483
316	554	320	649
679	228	96	741
837	692	13	424
403	761	308	449
309	4	954	143
188	350	13	844
280	823	970	402
335	48	268	284
117	422	421	85
90	809	810	549
116	633	795	793
266	909	883	60
967	528	446	72
341	960	42	534
337	531	736	912
291	753	45	480
814	784	83	286
177	755	231	600
405	822	720	182
311	262	900	294
72	548	482	620
773	785	470	894
511	314	749	412
110	977	745	137
257	300	444	694
331	459	909	169
487	954	30	573
615	347	708	588
205	814	867	719
642	256	949	341
201	717	63	814
109	37	517	989
752	671	169	312
631	539	677	820
348	293	235	189
705	375	836	699
824	973	435	309
473	504	922	374
42	845	561	868
166	162	301	232
955	327	958	308
3	685	413	411
670	991	751	777
202	681	154	998
152	125	419	710
901	21	207	845
528	251	944	866
909	558	193	801
618	130	242	558
132	101	439	586
184	376	331	966
209	504	852	298
821	220	842	108
327	918	226	865
131	503	587	330
855	908	737	456
573	905	595	779
143	453	403	164
537	499	964	913
645	604	577	820
736	924	995	103
486	293	45	77
655	405	639	731
272	84	714	172
816	809	257	635
571	347	348	471
377	201	87	97
249	516	756	483
744	270	392	743
847	259	850	373
828	105	597	873
175	219	109	58
135	558	45	213
725	528	598	565
426	88	969	310
420	175	486	203
962	773	880	890
190	669	825	921
560	748	6	935
617	445	13	880
548	845	576	261
149	237	812	408
966	514	803	210
213	836	401	751
956	567	990	79
721	654	740	486
627	792	200	644
607	63	926	865
804	529	706	202
930	804	185	168
109	768	140	451
588	84	10	920
6	508	488	896
909	157	70	76
984	987	468	692
616	579	919	846
794	712	763	361
291	728	416	710
397	548	465	912
747	218	634	569
547	876	586	945
182	823	291	58
693	775	312	349
9	950	201	931
201	40	400	424
17	216	256	530
549	326	796	720
753	798	386	623
151	850	158	459
629	586	573	802
244	152	892	262
478	632	824	846
827	474	825	688
944	365	357	68
61	874	604	823
330	917	181	504
782	602	808	853
547	9	653	248
577	741	583	314
637	670	495	530
476	958	381	123
992	532	295	751
103	113	404	580
564	29	545	89
542	631	6	979
215	889	95	17
761	512	906	947
184	789	990	452
821	239	994	593
703	458	208	932
517	733	420	647
728	242	323	216
255	4	497	549
819	453	219	227
971	363	422	332
904	262	598	868
934	771	924	99
152	129	229	425
314	844	380	272
139	342	578	324
214	431	942	629
616	609	260	289
137	817	975	487
490	415	780	480
330	631	503	328
646	943	719	333
899	93	859	174
811	328	671	67
910	640	317	170
472	201	773	722
254	278	107	365
205	885	40	845
359	575	845	865
982	723	262	61
990	673	730	458
690	366	378	677
485	360	163	33
350	557	693	856
211	615	630	380
927	134	841	343
852	405	35	696
450	681	860	711
189	946	346	9
896	703	23	133
19	576	14	181
122	855	52	810
879	652	691	380
310	234	685	499
120	772	199	573
948	421	621	237
764	86	624	267
264	571	197	120
545	905	126	877
356	68	93	651
377	848	358	810
318	911	589	661
434	6	423	67
623	130	329	165
676	197	93	786
104	901	188	791
845	412	198	886
763	809	775	493
167	530	690	892
452	982	935	240
973	898	817	969
10	787	448	772
92	64	193	703
643	100	636	351
802	169	194	261
951	180	742	318
277	599	195	501
225	931	28	678
121	330	287	469
429	773	741	798
847	553	426	98
637	516	688	498
604	248	320	123
802	787	114	662
969	324	782	489
298	21	174	129
255	284	650	854
750	672	764	158
992	595	740	740
452	159	51	786
329	500	277	635
906	888	188	344
793	854	880	553
901	656	394	719
337	731	49	580
372	922	297	489
873	837	634	706
321	336	206	837
616	683	876	478
242	750	982	749
614	160	561	38
194	284	847	880
412	737	204	372
607	120	362	406
648	856	412	759
238	47	274	260
463	979	911	960
951	857	434	300
240	847	764	959
138	26	337	902
505	96	795	551
7	555	41	408
213	319	323	526
488	956	611	21
104	568	70	506
839	621	673	6
410	870	548	245
976	553	227	331
719	640	341	879
138	613	182	507
276	267	665	836
307	641	955	198
303	238	524	822
431	804	343	78
79	809	844	658
792	960	700	992
824	280	551	531
589	219	600	315
322	510	427	473
570	433	731	704
993	79	98	76
224	369	46	681
54	643	687	272
820	471	894	615
807	367	144	412
482	544	314	852
995	902	465	874
769	159	795	545
513	685	717	675
67	420	48	480
789	252	96	913
612	519	560	936
794	104	638	112
744	178	177	654
452	130	127	3
255	678	497	122
695	358	605	591
423	256	368	366
147	549	377	306
848	232	969	223
960	859	573	283
654	73	512	412
935	392	47	151
147	979	588	633
118	992	115	303
58	883	456	200
287	979	257	49
51	274	779	465
290	609	485	298
42	687	452	715
911	884	551	501
298	932	220	260
412	638	30	185
667	947	324	333
177	130	25	178
190	124	230	283
122	562	39	816
359	692	428	429
547	929	130	498
317	60	263	772
925	810	152	306
539	849	719	375
675	803	39	576
217	59	652	505
616	431	673	54
344	441	541	318
625	604	820	7
527	46	614	232
250	29	357	772
452	239	6	138
262	389	458	75
304	61	777	373
106	452	816	591
452	700	937	711
506	444	169	469
141	60	199	618
660	239	288	955
76	127	936	928
839	148	972	231
238	814	257	976
95	302	501	476
247	808	961	61
733	686	260	855
604	716	394	391
395	844	978	159
969	345	814	418
764	935	802	402
107	11	903	401
409	972	163	606
119	319	594	959
286	577	108	154
917	353	191	960
164	355	796	796
722	664	27	392
612	544	963	450
934	722	442	627
773	301	890	311
659	195	616	502
550	510	148	148
794	216	412	345
979	222	124	241
89	286	161	954
555	908	4	713
987	397	180	513
490	103	870	650
70	79	833	247
947	196	244	954
198	132	649	490
132	80	843	146
298	479	23	948
24	472	446	468
426	15	832	222
336	335	779	80
138	440	832	6
562	712	896	482
835	319	45	170
702	305	139	64
692	530	518	721
62	534	526	158
728	48	244	366
459	203	444	497
29	948	601	422
648	532	452	169
532	826	628	199
764	123	146	76
776	629	601	783
732	208	718	914
585	783	71	442
965	122	912	802
360	226	90	130
994	22	482	362
72	554	262	803
819	208	957	769
539	520	927	204
518	695	946	268
826	687	478	651
850	311	961	710
612	517	773	34
897	89	489	403
968	827	610	763
861	217	596	256
273	980	825	228
965	677	107	24
433	714	217	575
908	328	126	130
297	49	32	115
505	923	970	144
724	253	488	49
873	794	984	878
336	985	637	235
550	864	952	827
171	210	213	161
562	38	346	197
475	955	388	725
478	1	665	244
984	318	526	233
927	244	903	109
263	14	792	50
248	210	300	850
541	92	484	351
624	470	453	639
906	300	664	771
552	114	353	108
784	654	719	184
888	137	976	609
962	79	774	884
851	706	990	998
950	976	381	198
309	720	505	264
756	298	236	562
428	208	215	50
631	915	270	847
588	611	819	716
879	934	78	116
611	57	241	153
507	561	174	194
344	595	978	701
845	879	311	405
295	716	145	549
239	903	972	536
296	929	502	3
595	907	305	668
699	143	987	488
408	461	558	555
537	428	475	791
460	334	194	214
808	399	745	850
871	795	130	492
421	875	395	304
260	410	207	103
731	552	892	320
284	365	510	756
12	781	513	919
169	119	67	961
520	909	774	775
813	692	712	867
109	443	196	894
855	179	845	641
171	521	952	804
272	656	36	499
709	961	213	259
111	439	557	637
139	996	192	294
780	451	774	849
667	357	287	8
400	817	125	340
474	851	395	442
406	850	527	11
31	979	789	243
918	891	81	569
294	950	431	840
41	30	930	585
386	249	655	80
15	30	646	372
481	675	979	213
1000	578	628	759
880	790	878	772
909	913	10	230
179	499	278	804
386	978	916	926
297	92	958	763
88	163	467	232
297	913	413	889
954	510	868	653
30	624	846	940
775	362	158	659
210	644	820	374
254	230	128	282
9	472	289	1000
352	609	912	835
211	817	939	995
257	298	804	607
968	814	239	342
676	536	755	262
898	81	936	381
811	851	119	635
878	277	377	434
972	459	838	902
938	875	167	822
749	193	803	309
524	379	74	254
603	225	143	542
86	658	337	789
902	842	851	65
400	483	16	95
24	900	561	702
4	763	678	882
834	585	816	314
791	752	851	881
957	759	887	432
936	215	100	922
279	151	397	310
190	222	183	492
657	42	678	689
514	121	749	349
764	882	86	822
242	434	911	740
321	866	141	740
702	787	605	666
107	106	822	104
388	990	332	25
106	998	803	268
724	529	258	509
115	285	111	878
901	832	411	131
685	963	359	481
197	600	753	477
145	276	808	506
417	18	527	546
456	456	188	334
212	195	105	434
166	513	909	350
184	523	801	944
131	339	137	948
273	766	395	88
762	612	620	392
826	181	708	614
29	932	192	743
95	670	254	467
837	15	926	868
13	684	207	439
784	434	774	212
774	467	563	820
385	296	310	986
80	804	843	774
855	137	478	307
555	479	848	633
646	454	460	790
826	186	840	460
700	326	93	923
814	605	758	942
367	820	323	508
334	229	509	102
983	463	635	872
675	229	844	396
587	541	881	130
258	899	149	747
46	737	885	879
471	948	288	416
743	727	878	68
650	390	783	442
775	151	838	123
222	829	403	373
599	45	142	768
116	67	418	345
130	464	950	269
685	602	827	272
343	319	853	289
44	854	512	917
850	527	772	477
203	453	136	934
707	649	184	595
521	696	206	952
937	438	546	849
140	755	112	757
169	978	685	939
961	59	629	642
951	881	415	361
675	104	112	877
79	883	627	333
540	831	493	332
190	594	358	798
971	232	309	442
928	607	364	580
311	574	356	105
436	923	772	265
219	172	742	331
208	150	317	549
141	662	752	729
377	15	336	430
536	108	256	31
236	367	360	962
682	151	12	305
992	451	260	176
356	76	419	452
642	827	270	577
334	958	630	670
523	237	405	2
664	242	538	73
907	965	423	91
261	702	469	280
890	71	963	472
430	620	759	237
257	548	776	212
47	435	933	814
564	89	387	288
1000	876	141	194
186	829	718	335
345	103	741	632
765	569	437	473
674	426	149	984
142	937	721	94
134	777	101	528
593	308	351	818
370	365	20	530
579	736	187	882
737	529	835	116
116	57	204	840
983	779	278	564
465	582	955	505
483	768	700	570
28	15	981	78
785	432	795	35
774	975	949	329
953	77	941	223
59	104	258	234
68	370	644	422
940	675	38	259
637	672	530	241
183	663	271	595
263	20	300	242
663	69	228	575
959	611	698	86
489	271	238	141
207	770	192	859
466	345	207	510
679	714	496	737
555	35	938	786
71	991	727	373
920	288	540	36
261	869	393	902
394	276	496	875
857	701	429	194
924	586	605	444
755	548	908	388
668	399	57	813
582	35	263	234
746	413	439	181
999	885	282	145
642	694	341	339
555	355	916	704
753	606	513	554
931	747	647	518
445	708	790	566
904	844	595	448
388	472	527	464
260	544	896	240
798	529	326	280
294	361	250	120
206	361	419	721
637	663	669	178
437	790	958	25
301	693	581	356
487	996	231	915
772	94	487	23
776	745	257	381
304	963	368	384
660	497	986	659
9	237	213	559
549	799	738	382
452	577	652	780
830	352	257	578
978	843	518	15
801	212	355	313
920	318	522	218
87	186	838	476
481	844	74	777
951	787	913	889
956	603	313	832
748	751	751	640
534	847	565	915
609	43	758	720
163	897	641	38
15	257	312	921
815	592	676	90
618	574	315	441
552	343	616	873
178	469	254	458
200	631	706	655
230	417	174	905
292	144	815	831
553	283	584	65
162	801	155	315
108	581	804	963
87	924	319	624
740	88	819	935
588	442	101	671
739	616	258	318
422	264	207	331
673	691	459	995
145	285	918	96
433	688	641	525
75	323	822	488
503	649	45	558
75	426	334	574
497	990	947	45
958	659	662	468
923	462	759	201
546	16	604	472
488	833	302	919
660	191	480	911
370	271	68	262
994	103	537	61
341	597	723	598
386	934	970	596
808	353	876	100
584	533	394	815
840	965	899	228
440	321	459	656
241	863	798	862
610	793	673	91
824	676	751	197
600	533	430	746
937	297	992	194
873	191	218	661
976	128	238	133
603	961	186	181
833	897	586	519
498	112	231	653
330	956	615	228
664	758	332	682
815	450	458	40
986	547	338	947
545	483	634	116
953	287	722	805
173	257	771	575
80	345	516	183
844	737	675	872
270	61	374	10
830	125	733	513
385	544	726	638
742	955	357	586
559	667	280	987
426	992	393	762
218	3	441	936
375	212	834	817
992	580	725	307
60	484	492	704
497	476	837	182
844	116	684	128
812	124	765	431
195	752	249	89
24	299	304	141
468	965	837	195
156	346	153	552
339	411	171	154
538	539	705	141
311	838	573	203
727	206	210	27
513	848	9	252
932	695	318	398
305	273	78	764
845	550	265	735
437	908	803	27
892	454	90	503
899	593	865	142
883	694	960	87
33	686	669	951
148	974	590	709
661	617	508	643
821	293	236	124
787	303	413	16
951	738	9	989
47	915	807	196
36	728	447	11
217	796	191	401
125	868	995	697
733	385	218	955
192	440	411	32
783	344	447	19
182	551	415	286
936	11	880	60
370	836	893	914
155	811	692	197
249	351	820	141
162	390	8	923
939	173	992	309
274	452	102	91
322	952	620	945
76	907	109	261
819	636	862	198
780	670	51	503
447	59	795	35
363	736	196	183
439	182	869	588
433	29	116	362
264	503	508	120
860	252	131	640
779	375	831	257
806	387	228	835
625	762	48	573
210	377	845	790
872	589	936	398
393	243	149	210
309	422	248	251
582	661	636	324
754	579	459	577
908	160	631	135
50	787	232	658
930	434	932	303
13	62	873	691
960	726	196	959
934	575	811	983
427	412	84	836
876	931	869	44
209	389	624	601
965	950	478	705
982	440	233	590
588	288	349	611
428	125	161	681
486	825	29	619
3	602	963	850
898	412	138	951
678	890	464	859
827	900	376	341
219	189	128	147
554	115	357	342
316	433	269	730
629	909	327	824
285	841	864	181
399	994	749	946
319	309	966	687
565	742	745	728
16	881	316	220
933	595	906	321
453	267	721	901
402	427	36	766
543	232	612	606
161	26	73	200
654	73	567	164
258	79	702	73
59	485	124	63
932	503	936	521
549	945	669	940
110	985	397	764
69	778	953	834
734	529	118	431
746	273	514	822
339	379	753	711
314	980	454	630
909	853	142	943
271	888	558	471
611	327	278	105
451	28	766	867
258	209	262	41
87	901	773	851
340	132	363	903
226	384	91	509
663	459	95	612
290	546	767	463
625	559	654	641
471	911	211	198
789	327	68	827
507	158	659	398
306	891	545	288
413	292	383	415
928	155	539	220
363	836	643	621
237	820	651	940
427	280	664	441
510	11	316	564
981	148	879	16
374	262	382	40
725	3	532	136
48	993	247	939
477	654	259	673
390	299	664	304
260	242	577	460
261	9	202	488
62	56	302	461
598	532	433	623
335	192	582	157
991	842	578	688
23	21	184	455
108	837	745	4
135	638	815	484
267	651	870	305
853	698	546	631
831	916	109	918
986	140	794	886
870	36	107	149
431	944	66	760
685	910	675	275
752	347	771	617
206	589	448	728
848	502	568	657
693	781	285	782
843	905	804	845
248	67	655	904
38	613	804	325
718	779	946	226
262	389	469	41
329	952	363	10
600	900	110	697
672	788	531	514
118	360	816	590
486	633	477	933
207	271	135	121
642	266	10	733
750	992	106	179
627	854	16	506
56	729	828	193
259	261	188	400
468	369	940	210
438	264	199	153
370	786	665	709
222	665	922	887
212	242	506	421
109	66	393	427
971	964	213	618
773	595	564	30
673	210	373	570
587	363	630	269
158	166	718	90
9	72	560	634
935	272	336	582
531	925	284	319
153	996	806	915
444	470	766	647
187	900	94	815
539	338	720	595
173	30	510	47
493	962	124	510
357	271	560	744
36	795	586	973
548	106	910	671
86	120	369	559
15	796	475	51
765	246	770	71
494	227	821	44
723	387	462	266
293	784	196	135
827	145	601	56
868	341	675	656
47	62	146	448
288	556	814	567
298	20	330	821
826	352	375	703
910	484	871	349
650	24	453	210
135	821	494	564
830	902	311	63
180	522	276	348
588	138	902	721
60	183	403	953
89	745	780	658
352	350	637	144
936	216	668	39
161	598	2	30
638	124	553	153
287	235	41	455
504	920	28	673
774	876	677	781
524	620	119	620
839	458	827	376
659	805	684	975
897	305	182	782
640	639	37	989
908	72	892	95
62	200	575	125
563	481	314	68
320	846	288	346
55	607	775	795
429	350	395	553
292	798	74	126
867	37	386	662
316	927	915	630
104	248	83	571
368	670	329	883
439	742	344	928
409	137	993	351
234	94	864	189
267	718	377	476
892	750	899	809
453	311	449	472
42	109	623	637
648	84	414	620
808	816	74	32
156	136	244	422
452	373	693	917
292	142	734	471
587	485	343	69
245	401	81	365
693	487	622	872
274	8	670	644
412	449	397	276
216	701	88	100
267	246	991	739
859	392	848	697
872	205	905	175
238	26	4	434
707	517	717	505
470	447	556	793
537	962	228	965
874	404	728	376
970	82	418	822
690	214	226	442
143	212	643	828
580	69	564	834
610	655	203	399
67	91	825	121
303	417	545	343
866	613	100	166
451	222	53	222
7	734	304	147
158	859	894	599
830	985	205	509
534	819	742	610
9	404	769	888
479	780	333	177
135	638	396	452
867	790	414	638
823	456	279	519
944	881	254	225
16	75	305	915
599	851	170	784
340	646	491	503
668	435	210	839
924	534	741	989
754	27	106	110
910	288	949	917
616	576	758	518
117	119	276	128
153	616	810	303
791	631	917	143
511	11	964	792
356	99	46	193
883	845	118	591
407	370	568	497
443	929	304	30
423	866	960	541
253	12	106	253
177	847	595	394
9	35	527	650
198	608	293	783
695	464	281	249
605	91	689	703
164	982	413	661
914	719	619	824
836	797	307	77
60	396	459	841
842	315	27	594
961	878	548	913
976	239	424	505
720	612	431	988
867	986	520	796
858	968	861	183
967	710	937	271
27	406	302	164
176	86	790	450
346	631	478	157
46	234	810	757
488	209	677	537
759	75	865	912
78	26	742	185
691	319	959	905
832	23	716	680
681	270	825	393
409	769	913	797
149	718	959	497
558	22	545	475
430	591	25	576
586	111	745	960
489	289	516	463
893	627	584	12
471	285	443	893
388	288	147	178
175	688	643	229
608	510	581	746
568	292	921	821
876	987	692	637
773	63	429	170
394	693	223	901
265	555	948	882
942	819	646	640
662	983	60	49
736	125	120	555
632	219	573	539
973	727	990	979
96	285	710	551
696	349	984	349
379	311	664	726
488	718	177	730
227	77	130	369
808	25	472	515
399	440	400	692
573	798	746	941
485	266	94	692
244	714	497	756
222	618	331	579
681	218	853	90
797	300	375	707
430	3	971	582
294	717	115	574
279	308	759	228
804	990	895	387
160	106	768	705
141	477	511	301
859	539	84	3
503	361	630	229
137	255	124	517
838	948	776	42
655	541	410	53
732	687	390	49
342	99	487	510
842	680	610	285
561	635	879	150
205	317	390	755
931	433	30	828
24	610	331	394
387	468	227	174
938	413	991	485
678	294	702	156
558	284	303	562
812	307	622	303
806	863	417	884
648	34	836	583
608	373	775	763
149	946	232	58
202	485	312	679
173	561	169	663
112	58	947	819
944	277	485	663
50	799	570	959
700	60	454	517
83	817	173	130
876	692	742	895
887	701	942	631
144	904	872	979
297	643	91	987
405	874	470	244
915	298	247	895
263	280	266	17
758	315	516	94
148	226	295	345
616	711	121	609
167	902	206	298
146	152	774	26
64	527	842	970
988	17	171	643
335	584	801	618
821	181	514	225
565	509	146	278
932	257	90	486
800	797	334	389
343	96	647	132
503	157	374	365
323	782	21	847
605	235	303	947
868	813	595	657
726	147	65	542
127	360	835	482
701	339	550	961
675	183	966	252
925	758	415	752
51	700	625	301
573	641	492	805
511	367	208	933
583	241	829	920
413	623	831	530
561	644	763	385
587	104	724	439
632	409	724	8
123	238	859	491
304	654	447	977
41	615	841	576
506	415	319	639
229	774	363	46
523	387	487	693
262	976	721	470
288	43	704	180
693	252	232	335
80	925	293	450
230	272	910	60
235	112	301	555
216	672	53	35
229	698	929	468
457	547	239	921
410	735	990	784
839	261	915	883
292	679	337	418
280	594	199	984
389	383	561	695
767	943	288	541
467	995	499	351
987	573	241	221
866	145	821	668
659	29	305	241
195	896	26	171
406	497	921	985
845	192	798	776
133	218	689	709
463	750	481	549
194	633	793	967
747	355	488	501
784	425	1000	403
798	288	669	90
376	282	710	479
256	966	120	778
611	938	997	773
414	193	364	672
286	908	900	23
721	449	939	707
528	972	942	392
995	182	628	576
774	424	587	195
287	447	211	807
931	660	837	137
85	725	492	267
81	714	232	513
433	145	998	926
672	330	460	746
757	266	370	649
534	254	284	668
143	136	648	405
613	503	867	455
959	250	668	503
821	817	450	321
17	947	937	254
439	119	605	191
907	940	364	147
315	662	820	325
830	518	490	44
790	990	216	976
398	516	410	312
279	476	87	980
752	378	340	435
297	273	464	518
866	950	81	127
228	660	989	752
598	917	796	479
747	280	532	534
688	822	564	109
687	693	951	88
663	383	673	1000
892	758	440	106
941	91	890	334
333	183	998	828
48	410	964	703
923	16	192	403
437	544	326	247
401	775	334	651
487	36	209	190
333	404	962	170
360	942	429	166
23	457	101	765
646	296	381	255
118	674	448	577
572	332	305	580
608	903	838	825
85	471	653	133
170	907	815	271
78	930	289	500
736	396	100	244
797	725	889	642
730	725	667	331
998	699	572	819
483	515	53	872
746	350	831	982
976	589	27	787
795	110	885	303
17	534	105	127
507	579	881	290
40	138	926	477
858	2	573	880
18	328	671	898
495	682	220	653
966	3	99	30
128	189	919	387
8	613	354	327
259	980	766	837
401	255	685	607
709	717	430	582
568	402	953	550
929	266	241	850
512	894	572	911
691	549	748	570
709	369	368	196
252	243	821	209
624	451	161	235
375	316	555	586
698	847	157	248
438	476	776	845
870	995	936	997
812	6	138	547
450	740	361	528
103	363	102	216
502	830	378	107
617	675	518	703
876	715	45	996
94	146	178	845
947	505	191	45
433	215	305	11
882	84	686	657
62	445	336	354
801	426	778	455
326	429	974	446
243	550	419	922
594	178	898	190
539	638	954	49
994	159	360	220
972	405	662	70
647	68	35	262
39	492	8	714
222	666	853	92
163	227	65	668
376	216	453	150
122	14	573	903
635	711	771	132
175	145	3	305
438	156	898	148
803	841	879	582
442	731	555	724
392	230	82	926
248	650	150	535
476	933	926	686
339	127	667	427
257	926	511	773
62	568	864	181
626	893	884	791
937	316	361	18
943	755	281	299
640	641	405	836
750	611	570	411
20	724	329	947
101	943	292	344
790	682	982	587
831	750	233	246
431	689	590	563
130	680	415	321
453	348	983	567
86	296	70	226
257	713	938	840
609	165	497	44
962	550	788	230
112	981	976	192
671	662	863	412
976	736	374	694
404	828	674	185
668	60	739	614
732	859	805	880
231	666	984	884
682	417	829	911
982	957	632	921
701	971	329	499
746	194	926	664
601	855	20	539
303	437	30	966
296	487	103	662
742	718	962	267
27	693	251	844
763	796	51	990
256	675	843	788
913	394	247	750
66	193	408	65
817	632	959	579
692	581	397	323
91	265	378	119
391	706	18	783
214	856	919	250
633	580	720	524
464	603	816	973
224	680	260	782
805	290	31	289
624	31	339	229
153	738	904	820
817	971	294	637
612	228	373	968
885	807	753	800
131	582	875	855
466	988	13	364
647	327	919	319
167	45	329	237
709	168	867	487
183	606	893	356
801	954	633	392
15	429	677	627
99	112	891	479
280	119	94	351
201	154	589	493
870	279	111	628
432	557	331	600
738	525	111	954
663	50	424	108
467	912	523	454
313	957	858	923
216	339	566	80
632	777	825	44
334	390	810	821
308	917	729	737
800	384	818	777
267	331	158	641
713	696	332	563
121	355	965	656
135	355	102	123
462	27	310	486
667	235	888	436
634	17	494	848
774	525	423	711
134	477	940	544
698	589	801	372
600	414	152	899
151	726	608	717
601	404	718	806
269	116	375	537
428	348	920	827
935	80	404	469
562	371	961	999
311	895	97	467
195	407	45	454
499	19	543	681
960	820	273	538
265	349	415	124
208	710	488	419
113	447	818	324
858	455	888	956
661	207	954	801
359	664	800	679
604	851	127	210
305	508	880	442
782	765	683	968
413	454	149	172
775	412	971	665
437	227	130	79
241	363	116	157
878	352	64	19
590	252	916	860
187	446	470	525
782	917	321	18
339	958	820	817
199	383	21	290
504	359	300	837
884	48	462	30
147	502	486	518
368	623	22	563
977	916	725	684
939	375	581	455
346	867	725	476
222	39	675	567
871	66	758	60
882	545	883	864
231	689	514	681
531	504	743	748
334	798	221	859
22	469	855	808
75	777	615	412
753	770	794	307
977	229	831	663
782	767	327	735
874	649	157	44
244	292	867	793
509	817	190	611
210	740	812	728
659	413	69	49
613	342	230	418
975	130	633	921
52	241	865	186
36	440	900	653
331	713	794	993
330	438	845	564
385	780	433	530
116	379	934	598
429	293	528	439
690	136	651	13
495	928	44	735
658	830	398	141
282	335	837	422
89	464	166	466
6	798	124	956
505	751	704	971
594	310	597	411
302	895	433	755
148	827	43	387
778	300	320	832
548	978	391	117
808	680	954	267
973	746	396	941
743	695	710	469
268	16	46	7
338	693	787	99
509	332	188	767
