shipment_id	product_id	quantity
2138	651	21
2139	43	823
2140	313	373
2141	683	562
2142	984	983
2143	828	751
2144	940	581
2145	787	745
2146	799	1000
2147	449	883
2148	21	248
2149	386	337
2150	121	781
2151	573	203
2152	486	311
2153	19	375
2154	61	383
2155	923	734
2156	536	915
2157	602	881
2158	388	878
2159	797	911
2160	519	78
2161	338	17
2162	658	522
2163	266	124
2164	564	797
2165	951	215
2166	13	180
2167	10	996
2168	421	660
2169	760	495
2170	665	927
2171	99	790
2172	314	6
2173	485	229
2174	398	152
2175	45	609
2176	269	189
2177	473	879
2178	27	289
2179	401	720
2180	695	353
2181	530	822
2182	614	423
2183	130	925
2184	278	661
2185	433	21
2186	145	729
2187	913	237
2188	913	235
2189	759	336
2190	960	288
2191	973	145
2192	869	879
2193	10	532
2194	630	229
2195	160	107
2196	999	855
2197	376	531
2198	183	35
2199	593	224
2200	535	844
2201	811	752
2202	609	338
2203	935	590
2204	588	816
2205	942	877
2206	53	182
2207	177	852
2208	429	501
2209	989	856
2210	773	813
2211	12	28
2212	301	398
2213	746	588
2214	355	35
2215	140	116
2216	749	266
2217	829	833
2218	542	296
2219	23	9
2220	862	220
2221	814	689
2222	148	683
2223	239	363
2224	259	530
2225	572	702
2226	141	125
2227	127	593
2228	933	265
2229	935	951
2230	45	549
2231	758	483
2232	717	656
2233	682	666
2234	37	420
2235	590	367
2236	188	367
2237	321	142
2238	695	835
2239	653	102
2240	216	701
2241	990	558
2242	731	807
2243	24	565
2244	514	55
2245	535	627
2246	802	260
2247	663	517
2248	82	954
2249	818	497
2250	440	440
2251	760	422
2252	405	301
2253	869	975
2254	465	605
2255	704	618
2256	239	549
2257	656	672
2258	988	311
2259	202	125
2260	771	115
2261	455	630
2262	556	110
2263	406	440
2264	76	224
2265	338	32
2266	729	36
2267	76	707
2268	523	502
2269	176	356
2270	543	39
2271	272	815
2272	275	490
2273	582	796
2274	540	933
2275	957	964
2276	560	808
2277	67	283
2278	293	942
2279	48	609
2280	86	430
2281	330	52
2282	32	780
2283	452	220
2284	672	418
2285	990	764
2286	550	675
2287	610	687
2288	350	647
2289	824	207
2290	428	117
2291	989	957
2292	175	310
2293	81	140
2294	715	112
2295	930	728
2296	710	804
2297	347	68
2298	585	663
2299	577	255
2300	98	800
2301	986	905
2302	415	437
2303	828	550
2304	381	719
2305	740	774
2306	687	271
2307	103	995
2308	997	195
2309	735	20
2310	501	292
2311	797	189
2312	938	78
2313	335	191
2314	47	340
2315	361	289
2316	978	968
2317	602	831
2318	448	427
2319	82	689
2320	375	529
2321	253	594
2322	586	391
2323	875	550
2324	372	13
2325	464	622
2326	28	465
2327	610	525
2328	864	607
2329	661	138
2330	672	666
2331	262	294
2332	173	37
2333	949	587
2334	211	885
2335	397	307
2336	768	189
2337	104	308
2338	884	639
2339	628	533
2340	668	612
2341	871	709
2342	806	726
2343	599	837
2344	770	384
2345	127	554
2346	104	650
2347	416	140
2348	11	750
2349	176	910
2350	520	656
2351	337	585
2352	413	766
2353	331	846
2354	807	592
2355	860	587
2356	159	754
2357	593	815
2358	268	866
2359	394	176
2360	827	396
2361	106	109
2362	952	634
2363	659	781
2364	322	762
2365	244	733
2366	446	937
2367	330	857
2368	500	200
2369	367	236
2370	876	488
2371	515	381
2372	388	734
2373	848	649
2374	612	467
2375	774	24
2376	281	219
2377	47	534
2378	702	583
2379	228	436
2380	808	95
2381	294	511
2382	316	548
2383	854	191
2384	767	113
2385	909	504
2386	642	567
2387	728	648
2388	5	28
2389	346	624
2390	820	255
2391	881	148
2392	303	496
2393	175	17
2394	465	944
2395	676	436
2396	268	890
2397	114	712
2398	650	380
2399	730	261
2400	580	387
2401	521	158
2402	897	638
2403	917	955
2404	727	843
2405	440	532
2406	611	618
2407	492	620
2408	95	894
2409	849	466
2410	5	479
2411	907	309
2412	13	332
2413	672	240
2414	889	627
2415	123	625
2416	458	537
2417	136	229
2418	989	212
2419	314	415
2420	661	920
2421	539	786
2422	841	343
2423	802	289
2424	435	227
2425	801	266
2426	332	68
2427	3	111
2428	35	391
2429	844	76
2430	821	408
2431	715	299
2432	321	195
2433	341	186
2434	621	245
2435	393	951
2436	240	342
2437	843	772
2438	477	113
2439	208	129
2440	468	401
2441	628	949
2442	937	349
2443	461	420
2444	173	152
2445	905	361
2446	545	67
2447	712	266
2448	649	885
2449	134	152
2450	657	253
2451	644	580
2452	248	871
2453	800	521
2454	603	381
2455	264	700
2456	261	249
2457	145	628
2458	891	963
2459	608	231
2460	259	50
2461	979	726
2462	389	742
2463	693	446
2464	127	549
2465	671	247
2466	450	989
2467	947	37
2468	753	664
2469	500	308
2470	113	80
2471	870	453
2472	550	683
2473	787	328
2474	755	526
2475	730	835
2476	880	245
2477	150	104
2478	106	558
2479	591	355
2480	961	106
2481	573	675
2482	497	648
2483	778	135
2484	338	615
2485	155	647
2486	711	804
2487	257	661
2488	471	535
2489	237	648
2490	340	178
2491	697	464
2492	980	297
2493	783	71
2494	859	645
2495	973	122
2496	441	553
2497	659	566
2498	765	845
2499	891	784
2500	491	103
2501	285	770
2502	108	937
2503	630	584
2504	157	935
2505	521	592
2506	92	897
2507	609	220
2508	817	28
2509	392	404
2510	525	129
2511	714	404
2512	472	642
2513	608	590
2514	959	404
2515	269	966
2516	932	372
2517	367	976
2518	925	828
2519	656	315
2520	549	320
2521	277	538
2522	844	212
2523	25	881
2524	324	849
2525	933	515
2526	385	471
2527	785	826
2528	233	423
2529	116	595
2530	812	865
2531	729	580
2532	738	532
2533	273	752
2534	931	315
2535	281	968
2536	685	605
2537	109	574
2538	255	224
2539	889	664
2540	793	546
2541	458	366
2542	17	377
2543	284	185
2544	585	934
2545	52	937
2546	472	455
2547	927	538
2548	889	194
2549	204	705
2550	98	373
2551	680	238
2552	372	231
2553	573	377
2554	231	798
2555	487	461
2556	72	433
2557	134	648
2558	799	753
2559	609	55
2560	462	318
2561	423	974
2562	829	891
2563	617	504
2564	993	113
2565	841	335
2566	977	442
2567	821	233
2568	275	220
2569	850	885
2570	967	658
2571	876	528
2572	595	901
2573	753	593
2574	849	403
2575	841	64
2576	486	769
2577	15	413
2578	768	435
2579	531	983
2580	273	700
2581	473	32
2582	313	885
2583	384	961
2584	819	385
2585	33	875
2586	649	781
2587	848	732
2588	405	261
2589	127	594
2590	724	987
2591	10	555
2592	867	4
2593	674	805
2594	854	640
2595	323	530
2596	651	918
2597	965	913
2598	439	912
2599	228	257
2600	229	271
2601	8	544
2602	885	195
2603	750	972
2604	216	947
2605	551	131
2606	472	3
2607	778	111
2608	638	620
2609	243	889
2610	798	553
2611	700	987
2612	195	565
2613	170	678
2614	666	148
2615	201	5
2616	13	977
2617	461	333
2618	228	566
2619	645	255
2620	469	908
2621	33	157
2622	127	871
2623	136	643
2624	429	461
2625	764	916
2626	218	447
2627	145	808
2628	623	674
2629	948	11
2630	230	339
2631	140	414
2632	701	787
2633	310	69
2634	642	856
2635	718	298
2636	379	509
2637	635	216
2638	540	390
2639	954	255
2640	424	801
2641	959	10
2642	269	547
2643	465	341
2644	54	129
2645	485	992
2646	554	862
2647	66	171
2648	280	748
2649	231	203
2650	216	717
2651	367	653
2652	877	536
2653	407	385
2654	58	222
2655	943	657
2656	982	324
2657	337	303
2658	243	999
2659	533	998
2660	894	310
2661	22	187
2662	556	16
2663	941	98
2664	701	306
2665	771	624
2666	995	826
2667	78	88
2668	557	282
2669	465	567
2670	828	622
2671	806	244
2672	877	728
2673	828	447
2674	765	46
2675	715	495
2676	155	197
2677	804	804
2678	667	292
2679	307	88
2680	942	883
2681	912	701
2682	507	624
2683	950	84
2684	770	353
2685	381	734
2686	797	171
2687	543	985
2688	524	986
2689	927	694
2690	585	717
2691	761	515
2692	271	724
2693	963	619
2694	124	580
2695	786	324
2696	210	94
2697	180	318
2698	12	35
2699	163	156
2700	111	239
2701	145	300
2702	911	960
2703	449	194
2704	129	51
2705	275	810
2706	922	735
2707	291	249
2708	773	673
2709	487	24
2710	605	869
2711	754	251
2712	874	491
2713	967	427
2714	850	12
2715	853	33
2716	68	693
2717	399	625
2718	10	314
2719	839	810
2720	667	870
2721	149	905
2722	247	540
2723	622	666
2724	454	204
2725	636	449
2726	926	386
2727	480	192
2728	100	702
2729	27	647
2730	803	833
2731	979	878
2732	696	469
2733	907	576
2734	978	63
2735	475	724
2736	390	790
2737	614	294
2738	502	114
2739	933	603
2740	103	666
2741	61	208
2742	773	876
2743	699	875
2744	346	543
2745	949	180
2746	243	97
2747	282	897
2748	182	577
2749	587	648
2750	174	211
2751	11	548
2752	636	600
2753	989	50
2754	348	461
2755	51	390
2756	696	793
2757	961	29
2758	348	200
2759	607	398
2760	421	255
2761	58	305
2762	492	862
2763	377	508
2764	704	683
2765	835	379
2766	483	757
2767	887	168
2768	834	785
2769	497	532
2770	536	230
2771	682	509
2772	216	861
2773	103	926
2774	11	354
2775	338	875
2776	55	323
2777	27	580
2778	47	332
2779	51	872
2780	318	553
2781	290	356
2782	167	203
2783	168	512
2784	363	948
2785	621	136
2786	258	585
2787	257	622
2788	933	916
2789	855	118
2790	992	175
2791	882	71
2792	795	949
2793	464	475
2794	127	734
2795	482	484
2796	823	453
2797	380	415
2798	434	859
2799	482	53
2800	897	889
2801	6	336
2802	170	964
2803	635	821
2804	647	52
2805	784	822
2806	146	40
2807	173	807
2808	847	164
2809	351	125
2810	869	91
2811	724	626
2812	461	847
2813	147	923
2814	431	837
2815	126	285
2816	505	582
2817	681	463
2818	900	443
2819	546	201
2820	209	268
2821	262	961
2822	278	176
2823	878	403
2824	181	163
2825	772	278
2826	14	279
2827	536	760
2828	520	333
2829	3	299
2830	7	377
2831	494	494
2832	450	413
2833	627	491
2834	6	76
2835	158	761
2836	168	915
2837	522	33
2838	369	610
2839	686	1000
2840	700	333
2841	865	395
2842	229	451
2843	91	692
2844	266	12
2845	184	475
2846	171	766
2847	466	155
2848	641	571
2849	493	685
2850	764	756
2851	539	959
2852	932	38
2853	919	597
2854	360	40
2855	198	447
2856	494	939
2857	6	564
2858	96	417
2859	888	371
2860	536	830
2861	833	539
2862	700	812
2863	989	855
2864	855	697
2865	543	431
2866	558	534
2867	519	762
2868	569	817
2869	435	353
2870	643	475
2871	66	912
2872	720	177
2873	539	961
2874	682	489
2875	520	558
2876	967	81
2877	870	7
2878	856	523
2879	224	811
2880	830	297
2881	815	871
2882	353	142
2883	489	962
2884	658	739
2885	519	351
2886	696	702
2887	421	329
2888	526	379
2889	703	273
2890	50	574
2891	871	8
2892	176	478
2893	83	38
2894	409	601
2895	250	153
2896	386	486
2897	904	602
2898	870	528
2899	843	358
2900	969	820
2901	48	215
2902	724	539
2903	914	885
2904	791	6
2905	727	400
2906	283	238
2907	46	855
2908	483	840
2909	808	137
2910	261	721
2911	238	848
2912	522	101
2913	964	184
2914	167	407
2915	411	133
2916	648	740
2917	676	683
2918	212	663
2919	319	202
2920	23	580
2921	229	678
2922	962	233
2923	339	534
2924	788	567
2925	563	339
2926	495	731
2927	235	304
2928	74	678
2929	535	736
2930	184	494
2931	454	685
2932	604	512
2933	811	273
2934	235	434
2935	597	15
2936	67	35
2937	469	87
2938	258	680
2939	481	855
2940	281	447
2941	507	613
2942	714	951
2943	505	798
2944	501	962
2945	314	330
2946	914	685
2947	291	457
2948	545	832
2949	965	141
2950	354	298
2951	703	50
2952	321	211
2953	850	170
2954	557	343
2955	415	831
2956	841	125
2957	199	97
2958	699	256
2959	524	140
2960	634	896
2961	199	631
2962	698	177
2963	669	368
2964	175	311
2965	284	845
2966	751	972
2967	169	928
2968	995	923
2969	334	349
2970	492	990
2971	455	554
2972	61	477
2973	112	211
2974	895	48
2975	388	390
2976	952	693
2977	459	554
2978	606	756
2979	912	951
2980	669	159
2981	81	629
2982	343	539
2983	275	311
2984	945	797
2985	551	338
2986	5	651
2987	144	58
2988	456	791
2989	728	799
2990	506	951
2991	418	28
2992	354	919
2993	860	4
2994	137	343
2995	734	774
2996	34	732
2997	330	310
2998	651	815
2999	595	365
3000	252	83
3001	244	914
3002	413	982
3003	249	255
3004	512	321
3005	608	730
3006	339	84
3007	427	205
3008	205	439
3009	175	42
3010	239	224
3011	167	31
3012	896	838
3013	272	65
3014	890	648
3015	821	966
3016	406	152
3017	558	927
3018	241	555
3019	617	364
3020	16	496
3021	511	425
3022	601	904
3023	184	182
3024	464	442
3025	365	867
3026	189	216
3027	224	142
3028	296	692
3029	291	328
3030	144	947
3031	808	971
3032	798	460
3033	368	416
3034	641	427
3035	732	286
3036	883	37
3037	375	316
3038	11	796
3039	16	659
3040	190	132
3041	618	668
3042	215	994
3043	78	751
3044	683	136
3045	941	366
3046	806	978
3047	75	662
3048	765	940
3049	426	424
3050	733	947
3051	931	851
3052	419	534
3053	828	939
3054	564	224
3055	773	538
3056	72	179
3057	883	140
3058	555	656
3059	178	515
3060	598	615
3061	721	155
3062	839	169
3063	800	456
3064	559	612
3065	809	953
3066	924	417
3067	827	692
3068	997	822
3069	178	410
3070	536	198
3071	377	969
3072	194	643
3073	338	673
3074	857	369
3075	504	116
3076	209	156
3077	781	959
3078	840	692
3079	310	900
3080	278	290
3081	266	932
3082	707	851
3083	513	321
3084	157	601
3085	697	298
3086	606	983
3087	713	739
3088	298	324
3089	402	654
3090	375	664
3091	585	808
3092	91	545
3093	620	604
3094	444	306
3095	453	308
3096	827	161
3097	553	799
3098	325	468
3099	317	555
3100	711	176
3101	528	494
3102	506	406
3103	233	232
3104	433	348
3105	384	575
3106	862	685
3107	694	290
3108	90	247
3109	216	226
3110	612	600
3111	585	714
3112	242	223
3113	735	705
3114	326	383
3115	510	432
3116	982	211
3117	630	321
3118	134	837
3119	68	43
3120	190	967
3121	734	781
3122	707	794
3123	884	530
3124	992	307
3125	779	285
3126	833	650
3127	220	628
3128	484	166
3129	319	52
3130	233	441
3131	633	150
3132	498	530
3133	592	540
3134	223	604
3135	452	824
3136	841	719
3137	843	995
3138	618	386
3139	177	793
3140	718	773
3141	467	788
3142	412	735
3143	509	871
3144	432	262
3145	303	622
3146	644	611
3147	361	224
3148	483	518
3149	19	429
3150	381	138
3151	939	605
3152	349	703
3153	33	935
3154	308	454
3155	903	363
3156	672	40
3157	184	836
3158	889	325
3159	148	319
3160	330	817
3161	304	152
3162	961	782
3163	996	535
3164	378	297
3165	203	145
3166	983	275
3167	105	950
3168	271	563
3169	285	630
3170	244	935
3171	802	538
3172	481	964
3173	160	178
3174	995	547
3175	403	480
3176	768	983
3177	149	842
3178	728	63
3179	204	110
3180	248	855
3181	287	649
3182	350	964
3183	129	728
3184	341	289
3185	550	138
3186	903	695
3187	374	448
3188	89	833
3189	607	500
3190	292	424
3191	574	256
3192	441	932
3193	547	684
3194	285	76
3195	526	749
3196	290	816
3197	262	64
3198	596	1
3199	151	918
3200	48	958
3201	386	405
3202	128	528
3203	924	249
3204	595	625
3205	31	230
3206	711	78
3207	237	874
3208	115	165
3209	100	588
3210	342	123
3211	965	780
3212	854	118
3213	849	834
3214	514	661
3215	504	170
3216	301	199
3217	152	556
3218	680	492
3219	900	312
3220	1	970
3221	923	576
3222	538	44
3223	942	194
3224	907	704
3225	83	367
3226	918	807
3227	679	498
3228	631	924
3229	256	613
3230	115	692
3231	570	571
3232	562	830
3233	311	599
3234	8	563
3235	761	584
3236	717	403
3237	132	620
3238	223	479
3239	271	56
3240	320	705
3241	440	703
3242	675	285
3243	961	349
3244	833	161
3245	406	355
3246	12	116
3247	74	571
3248	334	533
3249	265	579
3250	914	936
3251	492	985
3252	936	771
3253	601	921
3254	984	787
3255	872	449
3256	170	775
3257	708	875
3258	388	859
3259	137	216
3260	933	752
3261	894	371
3262	315	981
3263	625	439
3264	288	231
3265	80	924
3266	815	413
3267	799	493
3268	734	982
3269	188	109
3270	794	760
3271	321	760
3272	556	859
3273	972	44
3274	795	207
3275	292	694
3276	149	382
3277	432	664
3278	897	191
3279	724	249
3280	21	351
3281	930	576
3282	575	539
3283	357	186
3284	253	681
3285	384	880
3286	167	691
3287	139	189
3288	120	88
3289	599	486
3290	788	17
3291	262	838
3292	97	173
3293	708	28
3294	615	881
3295	937	856
3296	9	170
3297	318	202
3298	772	354
3299	637	382
3300	46	101
3301	680	229
3302	965	539
3303	360	979
3304	600	673
3305	41	709
3306	249	162
3307	987	607
3308	690	43
3309	214	893
3310	542	666
3311	523	134
3312	908	676
3313	682	145
3314	960	775
3315	856	18
3316	464	127
3317	628	734
3318	989	266
3319	622	615
3320	822	375
3321	4	767
3322	52	306
3323	23	730
3324	318	149
3325	917	179
3326	996	150
3327	262	571
3328	964	631
3329	100	329
3330	964	467
3331	109	62
3332	731	432
3333	938	345
3334	283	623
3335	697	249
3336	339	318
3337	95	808
3338	598	995
3339	38	356
3340	951	485
3341	532	628
3342	736	148
3343	138	644
3344	595	912
3345	478	876
3346	383	456
3347	622	232
3348	95	276
3349	139	300
3350	95	771
3351	244	336
3352	726	899
3353	908	582
3354	340	473
3355	702	333
3356	495	749
3357	589	451
3358	350	63
3359	69	745
3360	761	91
3361	358	209
3362	878	376
3363	212	529
3364	118	432
3365	10	352
3366	175	145
3367	188	965
3368	89	472
3369	851	822
3370	32	74
3371	501	737
3372	716	21
3373	77	101
3374	895	518
3375	584	360
3376	944	576
3377	982	658
3378	995	263
3379	426	333
3380	462	715
3381	186	284
3382	880	313
3383	291	576
3384	895	509
3385	363	857
3386	655	883
3387	714	971
3388	967	345
3389	905	836
3390	395	816
3391	440	466
3392	820	547
3393	31	30
3394	480	834
3395	468	559
3396	307	878
3397	269	779
3398	428	148
3399	83	778
3400	959	704
3401	937	35
3402	263	231
3403	107	503
3404	363	866
3405	383	162
3406	291	484
3407	957	798
3408	193	759
3409	635	488
3410	243	596
3411	2	795
3412	166	547
3413	935	746
3414	891	144
3415	247	315
3416	165	429
3417	200	283
3418	43	195
3419	979	447
3420	591	352
3421	853	823
3422	512	732
3423	861	139
3424	426	798
3425	255	644
3426	259	330
3427	612	533
3428	446	501
3429	576	433
3430	545	257
3431	232	938
3432	934	61
3433	43	451
3434	573	472
3435	695	162
3436	647	722
3437	312	682
3438	422	654
3439	129	417
3440	209	132
3441	186	410
3442	45	944
3443	532	81
3444	507	230
3445	92	808
3446	498	322
3447	862	758
3448	257	2
3449	128	819
3450	169	550
3451	266	937
3452	159	38
3453	699	304
3454	334	977
3455	556	171
3456	515	26
3457	189	708
3458	91	963
3459	799	876
3460	439	37
3461	608	846
3462	52	34
3463	746	840
3464	499	438
3465	516	150
3466	192	397
3467	332	155
3468	816	732
3469	64	331
3470	60	988
3471	387	246
3472	991	493
3473	635	437
3474	819	867
3475	661	227
3476	845	16
3477	437	491
3478	830	422
3479	991	787
3480	194	605
3481	878	167
3482	94	588
3483	535	758
3484	495	571
3485	303	886
3486	721	234
3487	603	309
3488	28	333
3489	665	763
3490	583	314
3491	183	754
3492	367	696
3493	314	460
3494	524	1000
3495	916	973
3496	120	339
3497	337	438
3498	91	105
3499	203	86
3500	182	251
3501	687	707
3502	745	252
3503	27	498
3504	141	487
3505	921	567
3506	86	868
3507	684	735
3508	393	334
3509	954	294
3510	566	13
3511	835	225
3512	869	316
3513	766	537
3514	46	567
3515	711	2
3516	391	353
3517	290	932
3518	756	926
3519	797	824
3520	765	193
3521	52	803
3522	512	49
3523	502	758
3524	577	982
3525	78	712
3526	69	630
3527	904	778
3528	155	778
3529	266	389
3530	498	527
3531	515	178
3532	352	994
3533	616	3
3534	439	572
3535	395	325
3536	77	696
3537	68	811
3538	333	227
3539	560	783
3540	226	871
3541	689	731
3542	38	627
3543	146	843
3544	215	149
3545	720	333
3546	332	718
3547	906	241
3548	240	46
3549	873	530
3550	498	343
3551	234	619
3552	330	3
3553	113	427
3554	768	45
3555	422	402
3556	353	466
3557	849	534
3558	612	317
3559	293	915
3560	612	349
3561	860	640
3562	18	74
3563	475	852
3564	540	239
3565	688	981
3566	925	170
3567	529	186
3568	123	758
3569	479	760
3570	114	343
3571	900	389
3572	915	521
3573	742	315
3574	28	1000
3575	395	398
3576	55	565
3577	255	458
3578	26	947
3579	408	182
3580	176	296
3581	429	316
3582	561	376
3583	592	204
3584	263	338
3585	326	532
3586	437	351
3587	204	687
3588	11	638
3589	299	181
3590	650	285
3591	430	709
3592	59	635
3593	881	306
3594	335	193
3595	712	749
3596	1000	801
3597	813	943
3598	272	197
3599	896	632
3600	88	851
3601	970	769
3602	588	821
3603	23	153
3604	482	529
3605	2	316
3606	606	658
3607	473	180
3608	34	991
3609	172	8
3610	333	702
3611	612	158
3612	608	563
3613	900	459
3614	874	689
3615	302	527
3616	681	623
3617	116	154
3618	878	637
3619	532	367
3620	999	429
3621	745	638
3622	781	616
3623	851	368
3624	850	634
3625	638	612
3626	818	759
3627	606	49
3628	415	65
3629	421	698
3630	453	242
3631	231	370
3632	794	614
3633	368	127
3634	485	134
3635	38	922
3636	299	514
3637	602	168
3638	29	181
3639	573	702
3640	157	371
3641	743	15
3642	208	729
3643	538	266
3644	63	818
3645	335	696
3646	363	876
3647	766	532
3648	388	643
3649	734	832
3650	688	935
3651	291	82
3652	180	713
3653	150	760
3654	475	60
3655	471	598
3656	872	254
3657	18	344
3658	320	549
3659	85	979
3660	428	325
3661	793	338
3662	509	824
3663	524	362
3664	198	815
3665	980	666
3666	701	778
3667	13	317
3668	26	767
3669	979	804
3670	928	92
3671	913	734
3672	1000	484
3673	636	469
3674	762	947
3675	583	979
3676	758	975
3677	444	84
3678	825	67
3679	880	362
3680	806	998
3681	280	215
3682	709	139
3683	542	699
3684	540	834
3685	164	832
3686	99	797
3687	417	979
3688	546	729
3689	131	622
3690	303	840
3691	926	536
3692	876	747
3693	98	737
3694	557	532
3695	73	430
3696	791	723
3697	696	779
3698	379	205
3699	600	90
3700	505	643
3701	633	12
3702	431	205
3703	850	452
3704	888	514
3705	214	338
3706	734	716
3707	147	411
3708	379	55
3709	669	365
3710	958	943
3711	887	641
3712	917	264
3713	289	418
3714	32	711
3715	611	870
3716	308	648
3717	60	723
3718	245	903
3719	720	856
3720	216	30
3721	942	539
3722	247	127
3723	908	409
3724	200	350
3725	738	872
3726	420	675
3727	718	520
3728	406	82
3729	81	790
3730	959	577
3731	450	213
3732	43	492
3733	26	274
3734	449	184
3735	382	845
3736	255	254
3737	515	735
3738	501	497
3739	692	502
3740	742	517
3741	590	135
3742	308	113
3743	940	709
3744	15	653
3745	485	70
3746	297	653
3747	100	252
3748	634	851
3749	610	788
3750	324	938
3751	479	238
3752	245	746
3753	948	1000
3754	612	134
3755	577	312
3756	270	615
3757	507	126
3758	779	342
3759	560	730
3760	150	71
3761	839	555
3762	302	911
3763	262	976
3764	384	101
3765	550	816
3766	866	889
3767	156	214
3768	64	291
3769	119	58
3770	657	17
3771	830	692
3772	577	129
3773	785	999
3774	396	216
3775	422	724
3776	534	445
3777	85	105
3778	198	405
3779	474	55
3780	239	49
3781	96	746
3782	877	926
3783	340	612
3784	744	830
3785	870	539
3786	324	264
3787	652	939
3788	762	381
3789	687	377
3790	308	302
3791	660	227
3792	870	982
3793	557	457
3794	79	572
3795	677	161
3796	87	233
3797	226	223
3798	366	980
3799	868	182
3800	160	454
3801	273	612
3802	338	617
3803	649	497
3804	788	293
3805	311	333
3806	43	484
3807	410	666
3808	852	243
3809	484	1000
3810	546	982
3811	220	901
3812	568	412
3813	344	619
3814	288	146
3815	918	60
3816	968	691
3817	294	337
3818	196	788
3819	247	892
3820	959	421
3821	892	957
3822	175	155
3823	874	783
3824	301	537
3825	467	851
3826	881	298
3827	2	496
3828	734	201
3829	160	777
3830	986	182
3831	572	580
3832	676	117
3833	892	238
3834	431	416
3835	41	450
3836	721	73
3837	558	250
3838	351	572
3839	635	164
3840	942	737
3841	788	817
3842	747	363
3843	355	258
3844	511	396
3845	761	783
3846	726	96
3847	755	796
3848	566	961
3849	748	406
3850	513	136
3851	314	936
3852	896	447
3853	357	562
3854	205	80
3855	962	200
3856	252	480
3857	462	117
3858	152	795
3859	614	804
3860	805	843
3861	144	557
3862	437	903
3863	34	543
3864	109	254
3865	836	749
3866	630	289
3867	873	263
3868	443	389
3869	471	33
3870	662	356
3871	268	190
3872	948	964
3873	131	996
3874	288	375
3875	324	428
3876	509	212
3877	837	218
3878	719	443
3879	742	453
3880	238	973
3881	478	563
3882	227	175
3883	484	718
3884	680	821
3885	319	393
3886	975	253
3887	87	996
3888	89	331
3889	299	670
3890	747	8
3891	592	626
3892	156	244
3893	676	667
3894	658	305
3895	124	876
3896	569	375
3897	346	751
3898	279	525
3899	726	584
3900	673	398
3901	563	499
3902	743	427
3903	559	804
3904	690	356
3905	647	955
3906	587	256
3907	759	567
3908	721	875
3909	736	829
3910	581	220
3911	548	781
3912	662	433
3913	426	206
3914	796	919
3915	903	411
3916	126	952
3917	350	890
3918	29	780
3919	800	948
3920	929	43
3921	922	225
3922	707	200
3923	847	303
3924	796	611
3925	813	75
3926	254	630
3927	798	598
3928	383	435
3929	152	357
3930	330	645
3931	189	208
3932	488	933
3933	690	741
3934	238	6
3935	686	986
3936	331	334
3937	631	14
3938	938	485
3939	567	806
3940	397	475
3941	40	502
3942	552	480
3943	883	219
3944	750	619
3945	129	672
3946	43	253
3947	909	362
3948	212	76
3949	657	862
3950	696	510
3951	900	559
3952	349	940
3953	888	873
3954	331	234
3955	601	903
3956	233	681
3957	162	109
3958	45	808
3959	692	581
3960	362	264
3961	112	207
3962	179	639
3963	838	792
3964	652	418
3965	266	323
3966	102	164
3967	165	19
3968	271	671
3969	902	906
3970	932	600
3971	983	889
3972	292	113
3973	548	781
3974	197	772
3975	189	275
3976	751	435
3977	527	923
3978	418	849
3979	294	546
3980	385	310
3981	90	89
3982	736	508
3983	470	473
3984	990	822
3985	503	382
3986	158	386
3987	904	730
3988	696	978
3989	28	341
3990	410	49
3991	175	778
3992	422	301
3993	171	819
3994	761	58
3995	725	412
3996	530	223
3997	642	730
3998	617	203
3999	588	543
4000	64	787
4001	595	770
4002	180	760
4003	491	889
4004	395	483
4005	702	13
4006	345	827
4007	888	470
4008	206	383
4009	362	378
4010	215	631
4011	548	433
4012	980	911
4013	313	473
4014	652	890
4015	605	172
4016	762	879
4017	833	32
4018	339	702
4019	533	911
4020	909	537
4021	831	128
4022	739	805
4023	975	97
4024	461	675
4025	961	652
4026	597	10
4027	378	227
4028	692	952
4029	219	103
4030	187	939
4031	489	841
4032	934	995
4033	217	119
4034	175	670
4035	638	757
4036	54	929
4037	786	206
4038	708	44
4039	372	750
4040	765	252
4041	20	962
4042	714	240
4043	272	860
4044	483	807
4045	394	278
4046	612	204
4047	802	669
4048	397	538
4049	832	275
4050	975	826
4051	712	657
4052	610	645
4053	481	359
4054	250	770
4055	473	522
4056	754	948
4057	11	728
4058	122	597
4059	919	988
4060	924	1000
4061	362	564
4062	220	336
4063	934	579
4064	136	879
4065	661	595
4066	157	733
4067	581	654
4068	15	37
4069	37	122
4070	170	837
4071	634	712
4072	566	517
4073	774	366
4074	673	592
4075	634	344
4076	892	84
4077	352	940
4078	45	499
4079	254	666
4080	605	349
4081	374	312
4082	827	363
4083	865	31
4084	711	962
4085	466	834
4086	10	126
4087	563	273
4088	463	346
4089	337	545
4090	616	747
4091	533	20
4092	971	868
4093	38	887
4094	176	568
4095	441	335
4096	658	994
4097	505	540
4098	705	485
4099	979	610
4100	979	841
4101	791	756
4102	794	450
4103	230	786
4104	561	972
4105	46	386
4106	530	503
4107	999	15
4108	976	650
4109	518	593
4110	698	409
4111	942	947
4112	78	889
4113	661	378
4114	469	790
4115	516	131
4116	652	662
4117	398	20
4118	307	762
4119	731	924
4120	25	14
4121	146	955
4122	42	49
4123	634	194
4124	18	162
4125	34	323
4126	716	831
4127	536	241
4128	278	187
4129	617	92
4130	595	811
4131	459	366
4132	926	977
4133	14	987
