store_id	store_name	addr_line1	addr_city	addr_state	addr_zipcode
383	Mascarene Grass	2454 Coolidge Parkway	Orlando	Florida	32808
384	Fuscidea Lichen	729 Leroy Way	Albany	New York	12255
385	Churchmouse Threeawn	4 Daystar Place	Las Vegas	Nevada	89155
386	Narrowleaf Cowwheat	74 Independence Point	Fullerton	California	92640
387	Vanilla	04 Almo Circle	Washington	District of Columbia	20436
388	Heartleaf Morning-glory	77 Independence Lane	Fort Myers	Florida	33913
389	Greenstripe	0 Tennyson Alley	Bronx	New York	10459
390	Honeysuckle	1 Vahlen Junction	Buffalo	New York	14220
391	False Bindweed	964 Clarendon Way	Mobile	Alabama	36622
392	Agueweed	489 Victoria Plaza	Milwaukee	Wisconsin	53220
393	Draba	23 Jana Park	Wilmington	North Carolina	28410
394	Stanfordia	18560 Mendota Plaza	Jersey City	New Jersey	07310
395	Pohlia Moss	43424 Miller Place	Houston	Texas	77260
396	Horizontal Felt Lichen	5 Northridge Lane	Madison	Wisconsin	53716
397	Cayratia	39 Fordem Hill	Columbus	Ohio	43226
398	Garden Yellowrocket	43 Hovde Crossing	San Mateo	California	94405
399	Western Poison Ivy	06 Messerschmidt Point	Corpus Christi	Texas	78410
400	Racomitrium Moss	9116 Fremont Place	Biloxi	Mississippi	39534
401	Newberry's Tickseed	15204 Talisman Lane	Syracuse	New York	13210
402	Florida Adder's-mouth Orchid	4122 Basil Way	Wichita Falls	Texas	76305
403	Hooker's Manzanita	67110 Donald Circle	Spring	Texas	77388
404	Toughleaf Dogwood	07520 Maywood Lane	Springfield	Missouri	65805
405	Shrubby-spurge	75 Redwing Court	Huntington	West Virginia	25711
406	Gorman's Buttercup	4551 Dryden Parkway	Saint Louis	Missouri	63121
407	Franklin's Sandwort	839 Sunfield Pass	El Paso	Texas	79994
408	Mountain Meadow-rue	224 Ryan Hill	Hialeah	Florida	33018
409	Alien Rimmed Lichen	1 Susan Center	Greenville	South Carolina	29605
410	Bractspike	6850 Artisan Road	Cumming	Georgia	30130
411	Coastal Sand Sedge	61323 Maryland Plaza	Cincinnati	Ohio	45271
412	Coppery St. Johnswort	6 Bellgrove Crossing	Los Angeles	California	90071
413	Creamcups	92 Arrowood Alley	Shreveport	Louisiana	71115
414	Royal Peacock Orchid	68765 Bultman Street	Kansas City	Missouri	64149
415	Sweet Basil	29619 Division Drive	Jefferson City	Missouri	65105
416	Anise Burnet Saxifrage	134 Vidon Court	Vancouver	Washington	98687
417	American Licorice	7103 Ridgeview Lane	Dallas	Texas	75287
418	Birdeye Primrose	3208 Homewood Point	Houston	Texas	77201
419	Long-foot Cyanea	1 Beilfuss Junction	El Paso	Texas	88563
420	Orange Milkwort	721 Hoepker Lane	Macon	Georgia	31210
421	Sticky Cinquefoil	996 Dorton Road	Nashville	Tennessee	37240
422	Alkalisink Goldfields	940 Coleman Parkway	Albany	New York	12205
423	Western Bladderpod	719 Aberg Pass	Panama City	Florida	32412
424	Red Sandspurry	797 Weeping Birch Place	San Antonio	Texas	78240
425	Lancepod Draba	20 Crest Line Drive	Colorado Springs	Colorado	80930
426	Creeping Baby's-breath	2 Ryan Terrace	Roanoke	Virginia	24004
427	Rock Melicgrass	19 Glacier Hill Road	Rochester	Minnesota	55905
428	Hillside Vervain	5087 Bashford Park	Homestead	Florida	33034
429	Hanging Clubmoss	2684 La Follette Terrace	Fresno	California	93794
430	Toothed Skin Lichen	5 Golf Course Terrace	Philadelphia	Pennsylvania	19184
431	Kidneyshape Buckwheat	11 Tony Avenue	Visalia	California	93291
432	Ramona Horkelia	72 Westerfield Road	Detroit	Michigan	48275
433	Blood-trumpet	19552 Stoughton Street	Fort Lauderdale	Florida	33320
434	Seaside Coccotrema Lichen	0 Derek Junction	Peoria	Illinois	61605
435	Fairyswords	85 Coleman Road	Kansas City	Missouri	64125
436	Shortspike Bluestem	742 David Road	San Diego	California	92105
437	Guinea Bactris	54844 Green Ridge Junction	Santa Cruz	California	95064
438	Panama Tree	9351 Londonderry Way	Albuquerque	New Mexico	87195
439	Artist's Popcornflower	9 Florence Lane	Midland	Texas	79705
440	Paradox Acacia	555 Quincy Lane	Dayton	Ohio	45470
441	Hairy Joyweed	1 Orin Way	Lehigh Acres	Florida	33972
442	Seashore Iris	349 Continental Pass	Orlando	Florida	32854
443	Cetraria Lichen	77612 Northfield Drive	Rochester	Minnesota	55905
444	Golden Prairie Clover	3 Glacier Hill Lane	Nashville	Tennessee	37245
445	Wideleaf Gamagrass	28 Del Sol Circle	Roanoke	Virginia	24024
446	Rhagadiolus	9811 East Parkway	Tulsa	Oklahoma	74133
447	Coast Banksia	04 Beilfuss Way	Montgomery	Alabama	36195
448	Senna	716 Haas Pass	Miami	Florida	33134
449	Hoskett Meadows Lupine	5 Esch Road	Washington	District of Columbia	20580
450	Rayless Arnica	02775 Londonderry Point	Evansville	Indiana	47747
451	Elmleaf Goldenrod	58 Welch Trail	Houston	Texas	77255
452	Dakota Gentian	248 Village Center	Erie	Pennsylvania	16550
453	Timothy	2 Center Way	San Luis Obispo	California	93407
454	Cranichis-like Ladies'-tresses	8502 Tennessee Junction	Spring	Texas	77388
455	Sematophyllum Moss	01 Stang Drive	Canton	Ohio	44760
456	Sanibel Island Lovegrass	776 Annamark Place	Columbus	Ohio	43284
457	Sullivant's Fontinalis Moss	6960 Spaight Center	Frankfort	Kentucky	40618
458	Biatorella Lichen	40139 Roxbury Drive	Oklahoma City	Oklahoma	73152
459	Hupa Gooseberry	0 Morning Pass	Portland	Oregon	97286
460	California Wildrose	7 Forest Dale Trail	Dallas	Texas	75241
461	Eastern Hayscented Fern	68 Pepper Wood Avenue	Houston	Texas	77223
462	Cape-fuchsia	6884 Texas Drive	Mesa	Arizona	85215
463	Lake Almanor Clarkia	91 Golf Avenue	Seattle	Washington	98148
464	Cetraria Lichen	5 Westerfield Point	New York City	New York	10275
465	Clark's Ragwort	6 Kipling Trail	San Rafael	California	94913
466	Leucobryum Moss	3 Maywood Center	Colorado Springs	Colorado	80935
467	Texas Medusulina Lichen	07711 Golf Plaza	Moreno Valley	California	92555
468	Pretty Cinquefoil	541 Ramsey Hill	Los Angeles	California	90010
469	Strawberryleaf Cinquefoil	11 Loeprich Crossing	Boise	Idaho	83716
470	Kauai Wild Coffee	64825 Surrey Parkway	Philadelphia	Pennsylvania	19115
471	Hawthorn	222 Hauk Park	Montpelier	Vermont	05609
472	Appalachian Rosinweed	8302 Steensland Crossing	Olympia	Washington	98506
473	Tropical Pondweed	314 Westport Point	Reno	Nevada	89519
474	Shoals Spiderlily	9 Sloan Crossing	Austin	Texas	78769
475	Cup Lichen	246 Grover Point	Oakland	California	94627
476	Swartz's Leafystem Orchid	7 Bellgrove Alley	Chicago	Illinois	60681
477	Largeleaf Twinsorus Fern	0 Melody Pass	Sandy	Utah	84093
478	Nevada Lewisia	7 Service Terrace	Allentown	Pennsylvania	18105
479	Chainfern	8 Crownhardt Pass	Decatur	Illinois	62525
480	Purple Marshlocks	6 Rieder Road	Arlington	Texas	76011
481	Helminthostachys	0889 Bartillon Plaza	Denver	Colorado	80223
482	Honeycombed Lichen	20813 Crownhardt Lane	Memphis	Tennessee	38188
483	Tufted Hairsedge	50518 Buena Vista Parkway	Concord	California	94522
484	Bischoff's Rinodina Lichen	57889 Briar Crest Way	White Plains	New York	10606
485	Wart Lichen	11301 Maryland Trail	Asheville	North Carolina	28815
486	Edwards Plateau Milkvetch	6 Lukken Pass	Santa Rosa	California	95405
487	Snoutbean	81035 Hallows Avenue	Jamaica	New York	11499
488	Hybrid Violet	91429 Hauk Point	New Haven	Connecticut	06510
489	Disc Lichen	8 Arrowood Crossing	Saint Augustine	Florida	32092
490	Barranca Brush	2 Thompson Trail	Charleston	West Virginia	25362
491	Taxiphyllum Moss	03 Duke Road	Buffalo	New York	14215
492	Tortula Moss	723 Anthes Terrace	San Antonio	Texas	78296
493	Ruscus-leaf Bamboo	13 Commercial Parkway	Yakima	Washington	98907
494	Island False Bindweed	5614 Waubesa Hill	Evansville	Indiana	47732
495	False Brittlegrass	885 Coleman Point	Fort Lauderdale	Florida	33305
496	Sacramento Valley Buttercup	54015 Sachtjen Junction	Anaheim	California	92805
497	Fendler's Groundcherry	1538 Granby Parkway	Washington	District of Columbia	20036
498	Actinidia	73611 Cardinal Drive	Fresno	California	93740
499	Disc Lichen	8981 Roth Street	Pittsburgh	Pennsylvania	15286
500	Pygmy Bentspur Orchid	17 Bay Avenue	Detroit	Michigan	48258
501	Swampforest Beaksedge	36 Westend Parkway	Fresno	California	93704
502	Arizona Cottontop	0 David Drive	Charlottesville	Virginia	22903
503	Fourwing Saltbush	5164 Nelson Parkway	Whittier	California	90610
504	Spreading Sandwort	63781 Kropf Street	Charlotte	North Carolina	28210
505	Arecastrum Palm	853 Kipling Street	Washington	District of Columbia	20580
506	Bourgov's Milkvetch	5109 Quincy Parkway	Charleston	West Virginia	25313
507	Mediterranean Sweetclover	052 Pearson Place	Erie	Pennsylvania	16522
508	Red Dahlia	502 Novick Center	Santa Cruz	California	95064
509	Shredding Suncup	8 Northview Lane	Atlanta	Georgia	30336
510	Kohala Mountain Clermontia	79 Ridgeview Junction	Huntington	West Virginia	25721
511	Blunt Tansymustard	9 Rutledge Trail	Denver	Colorado	80255
512	Fewflower Beggarticks	660 Jackson Court	Atlanta	Georgia	31190
513	Southern Waternymph	1388 Golf View Road	Houston	Texas	77025
514	Warner's Dodder	2223 Lakewood Gardens Parkway	Lincoln	Nebraska	68524
515	Ferntree	1107 Main Drive	Cincinnati	Ohio	45233
516	Dryptodon Moss	81497 Cody Parkway	Trenton	New Jersey	08608
517	Hassler's Noddingcaps	654 Saint Paul Street	Worcester	Massachusetts	01610
518	Sculptured Popcornflower	60280 Gale Circle	Cincinnati	Ohio	45223
519	Myrin's Aspicilia	60756 Daystar Avenue	Houston	Texas	77070
520	Bastard Cherry	2 Paget Circle	Fort Pierce	Florida	34949
521	Kohala Mountain Stenogyne	5471 Holmberg Point	Sacramento	California	94230
522	Poison Suckleya	1 Warner Terrace	New Hyde Park	New York	11044
523	Toothpetal Bog Orchid	3067 Carberry Hill	Dallas	Texas	75277
524	Sematophyllum Moss	07134 Armistice Junction	Jacksonville	Florida	32259
525	Western Pearly Everlasting	46 Bowman Junction	Little Rock	Arkansas	72222
526	Parry's Wirelettuce	34 Jay Drive	El Paso	Texas	79989
527	Pohaku Cyanea	0 Weeping Birch Place	Birmingham	Alabama	35295
528	Elastic Grass	94573 Mcbride Center	Montgomery	Alabama	36195
529	Smallflower Tamarisk	79 Stephen Point	Austin	Texas	78749
530	Dendrographa Lichen	1 Kings Center	San Francisco	California	94132
531	Coyotebrush	6404 Marcy Drive	Las Vegas	Nevada	89125
532	Woolly Goat Chicory	23229 Eagan Point	Valdosta	Georgia	31605
533	Giant Sunflower	2864 Center Lane	Miami	Florida	33261
534	Olive	692 Autumn Leaf Drive	Charlotte	North Carolina	28210
535	Pineland Scalypink	3429 Logan Point	Springfield	Massachusetts	01105
536	Broadwing Sedge	9 Dawn Court	Richmond	Virginia	23237
537	Sweet Fern	0099 Maywood Point	Gainesville	Florida	32627
538	Moscow Salsify	57735 Clarendon Way	Reno	Nevada	89519
539	Asian Indigo	7251 Buhler Crossing	Columbus	Georgia	31904
540	Sand Leek	15905 Rieder Circle	New York City	New York	10034
541	Arctic Sweetgrass	1 Springview Plaza	North Little Rock	Arkansas	72118
542	Cup Lichen	0 Utah Hill	Indianapolis	Indiana	46239
543	Snowdrop	66 Prairieview Crossing	Springfield	Illinois	62794
544	Quill Beaksedge	1477 Talisman Way	Austin	Texas	78703
545	Barbwire Grass	906 Troy Crossing	Richmond	Virginia	23203
546	Diamondleaf Willow	3899 Browning Drive	Saint Louis	Missouri	63143
547	Batesburg Hawthorn	35128 Esch Avenue	Jacksonville	Florida	32255
548	Aphanorrhegma Moss	824 Carioca Parkway	Los Angeles	California	90040
549	Drooping Milkvetch	66 Barby Hill	Norfolk	Virginia	23504
550	Snapdragon	90102 Glacier Hill Trail	El Paso	Texas	88553
551	Franciscan Manzanita	0028 Sherman Crossing	Louisville	Kentucky	40215
552	White Hoarypea	39345 Clemons Hill	Santa Cruz	California	95064
553	Ribbed Murainagrass	523 Mcbride Drive	Austin	Texas	78710
554	Tall Brake	32 Village Plaza	Tempe	Arizona	85284
555	Sematophyllum Moss	4319 Anthes Crossing	Seattle	Washington	98158
556	Caro De Tres Hojas	349 Golf Course Way	New Castle	Pennsylvania	16107
557	Pahrump Valley Buckwheat	6 Buell Road	Boise	Idaho	83716
558	Rauiella Moss	34 Namekagon Plaza	Fresno	California	93715
559	Sand Spikerush	5 Reindahl Crossing	Macon	Georgia	31217
560	Mutant Tanoak	79543 Tony Point	Cleveland	Ohio	44118
561	Shortbristled Needlegrass	06316 Sundown Place	Louisville	Kentucky	40256
562	California Buckthorn	4150 Elmside Terrace	Pueblo	Colorado	81005
563	Thinleaf False Brome	076 Caliangt Hill	Jackson	Tennessee	38308
564	James' Buckwheat	77316 Longview Street	Peoria	Illinois	61629
565	Rimmed Lichen	49 Orin Trail	New York City	New York	10024
566	Bastard Toadflax	402 Sutherland Parkway	New Bedford	Massachusetts	02745
567	Starflower Brodiaea	3822 Bartelt Place	Charlotte	North Carolina	28210
568	Mojave Suncup	57184 Talisman Drive	Milwaukee	Wisconsin	53205
569	Roundleaf Candyleaf	1 Bartelt Drive	Columbus	Ohio	43268
570	Refugio Zephyrlily	660 Mockingbird Court	New Orleans	Louisiana	70183
571	Chamisso Arnica	13 Westridge Drive	Philadelphia	Pennsylvania	19136
572	Eastern Poison Ivy	3391 Elmside Parkway	Birmingham	Alabama	35285
573	Rainbow Cactus	1 Summerview Terrace	Portsmouth	New Hampshire	00214
574	Virginia Snakeroot	9 Basil Parkway	Jacksonville	Florida	32259
575	Remy's Sandmat	075 Karstens Alley	Grand Forks	North Dakota	58207
576	Heavy Sedge	8280 Milwaukee Park	Atlanta	Georgia	31190
577	Tropical Leaf-flower	27 Montana Drive	Saint Louis	Missouri	63158
578	Hooker's Manzanita	677 Waubesa Avenue	Dayton	Ohio	45403
579	Sonoma Spineflower	54 Ramsey Avenue	Orlando	Florida	32813
580	Reverchon's Rosinweed	47 Alpine Plaza	Birmingham	Alabama	35236
581	Heller's Spurge	07 Morningstar Drive	Fairbanks	Alaska	99709
582	Sierra Threadplant	28 Harper Center	Kansas City	Missouri	64193
583	Wilcox's Phlox	7 Artisan Avenue	Los Angeles	California	90076
584	Candelina Lichen	533 Alpine Center	Charlotte	North Carolina	28215
585	Sonora Rosewood	53156 Michigan Point	Pompano Beach	Florida	33064
586	Sand Phacelia	0139 Dahle Point	Louisville	Kentucky	40215
587	Fountain Thistle	876 Valley Edge Road	Katy	Texas	77493
588	Barton's Raspberry	473 Katie Terrace	Salt Lake City	Utah	84189
589	Smallhead Clover	951 Rigney Avenue	Amarillo	Texas	79182
590	Wolf's Saltweed	38 Trailsway Plaza	Buffalo	New York	14276
591	Greater Water Dock	13 Dunning Way	Fresno	California	93715
592	Water Mannagrass	1 Brickson Park Point	San Francisco	California	94137
593	Epixiphium	19 Bobwhite Terrace	Shawnee Mission	Kansas	66286
594	Anderson's Brachymenium Moss	7 Loomis Crossing	Las Vegas	Nevada	89130
595	Hybrid Pitcherplant	794 Manley Point	Missoula	Montana	59806
596	Coastal Pricklypear	3953 Clove Pass	North Las Vegas	Nevada	89036
597	Jewels Of Opar	20720 Orin Park	Durham	North Carolina	27717
598	Twocolor Croton	605 Charing Cross Way	Detroit	Michigan	48224
599	Stickpea	517 Crest Line Drive	Miami	Florida	33180
600	California Jointfir	508 Sutteridge Avenue	Lake Charles	Louisiana	70616
601	Brigalow Grass	32242 Esch Center	Hollywood	Florida	33028
602	Alkali Goldenbush	3561 La Follette Place	Topeka	Kansas	66622
603	Pygmy Goldenweed	22 Dixon Way	San Antonio	Texas	78285
604	Shortleaf Crabgrass	8 Delaware Terrace	Torrance	California	90510
605	Mediterranean Amaranth	2661 Maywood Crossing	Orlando	Florida	32825
606	Forest Sandalwood	9 Ohio Pass	Minneapolis	Minnesota	55446
607	Virginia Strawberry	64596 Glendale Avenue	Jackson	Mississippi	39236
608	Kolokolo	4 Meadow Valley Place	Scottsdale	Arizona	85255
609	Rock Buckwheat	17890 Columbus Pass	Miami	Florida	33233
610	Willamette Navarretia	716 Katie Plaza	Saint Paul	Minnesota	55188
611	Sierra Valley Mousetail	757 Eastwood Junction	Humble	Texas	77346
612	Bean Broomrape	5 Onsgard Terrace	Meridian	Mississippi	39305
613	Golden Leatherfern	5 Beilfuss Park	Cleveland	Ohio	44111
614	Oregon Cliff Fern	15632 Mitchell Point	Green Bay	Wisconsin	54313
615	Fringed Sedge	22629 Buell Parkway	Phoenix	Arizona	85083
616	Common Knotweed	6 Lerdahl Terrace	Denver	Colorado	80235
617	Pacific Pea	569 Carioca Place	Schenectady	New York	12325
618	Panal	309 Thackeray Plaza	Saint Augustine	Florida	32092
619	Desert Silverbush	687 Waywood Center	Newark	Delaware	19714
620	Halifax Blackberry	730 Prairieview Terrace	Fairbanks	Alaska	99790
621	Fortuna Range Suncup	045 Homewood Terrace	New York City	New York	10004
622	Hybrid Sumac	5 Donald Drive	New York City	New York	10045
623	Southern Florida Sandmat	49261 Brickson Park Drive	Naples	Florida	34108
624	Tilingia	0301 Pawling Point	Baltimore	Maryland	21282
625	Yolla Bolly Bedstraw	2052 Scofield Drive	Richmond	Virginia	23228
626	Witch's Hair Lichen	19802 Becker Park	Minneapolis	Minnesota	55436
627	Cathedral Bluff Meadow-rue	99784 Summit Avenue	Akron	Ohio	44329
628	Rattlebox	83 Pankratz Terrace	Omaha	Nebraska	68179
629	Sphagnum	4 Forster Pass	Oklahoma City	Oklahoma	73157
630	Hooked Pincushionplant	8244 Forest Plaza	Houston	Texas	77255
631	Wild Coffee	846 Sloan Alley	Saint Louis	Missouri	63167
632	Lone Pine Milkvetch	12041 Morningstar Lane	Englewood	Colorado	80150
633	Leatherpetal	1 Columbus Terrace	Grand Junction	Colorado	81505
634	Coastal Larkspur	48 Beilfuss Junction	South Lake Tahoe	California	96154
635	Boott's Sedge	12 Forest Dale Road	Huntsville	Alabama	35895
636	Hoover's Eryngo	7 Ilene Crossing	Oklahoma City	Oklahoma	73119
637	Maiden Fern	808 Kropf Lane	Atlanta	Georgia	30306
638	Common Cordgrass	0280 Independence Junction	Wichita Falls	Texas	76305
639	Rinodina Lichen	2170 Eliot Junction	Glendale	California	91205
640	Richwoods Sedge	219 Marquette Place	Saint Petersburg	Florida	33737
641	Wideleaf Cinclidium Moss	5884 Jana Avenue	Salt Lake City	Utah	84120
642	Carolina Horsenettle	484 Nobel Court	Cleveland	Ohio	44118
643	Arizona Nettlespurge	424 Oriole Parkway	Johnstown	Pennsylvania	15906
644	Chess-apple	5 Northfield Place	Honolulu	Hawaii	96820
645	Puerto Rico Applecactus	366 Mockingbird Pass	Atlanta	Georgia	31190
646	Hybrid Oak	7 Jackson Pass	Albuquerque	New Mexico	87121
647	Virginia Tephrosia	57284 Eliot Place	Knoxville	Tennessee	37914
648	Northern Red Oak	60 Hoffman Plaza	Huntington	West Virginia	25726
649	Mexican Rosette Lichen	40077 Ramsey Park	Phoenix	Arizona	85077
650	Canary Bryum Moss	9 Larry Road	Springfield	Illinois	62711
651	Grassy Arrowhead	939 Granby Lane	Colorado Springs	Colorado	80915
652	Zwackhiomyces Lichen	438 Scofield Point	Indianapolis	Indiana	46216
653	Freckled Milkvetch	00389 Morrow Plaza	Madison	Wisconsin	53785
654	Hairy Cyrtandra	6723 Arizona Place	Richmond	California	94807
655	Fortune Meadowsweet	85 Nancy Junction	Bakersfield	California	93381
656	Macrozamia	5 Schmedeman Street	Spokane	Washington	99252
657	July Gold	38392 Hovde Place	Beaufort	South Carolina	29905
658	Guadalupe Cryptantha	8 Londonderry Point	New Haven	Connecticut	06520
659	Saltugilia	3694 Bartelt Road	Trenton	New Jersey	08650
660	Crocynia Lichen	5 Sundown Plaza	Washington	District of Columbia	20244
661	California Buckeye	1 Pierstorff Drive	Tucson	Arizona	85710
662	Paradox Cinquefoil	6 Shoshone Parkway	Harrisburg	Pennsylvania	17126
663	Silver Bluestem	2 Dayton Park	Washington	District of Columbia	20442
664	Redroot Cryptantha	47142 Welch Junction	West Palm Beach	Florida	33421
665	Wreath Lichen	63243 Cherokee Street	Seattle	Washington	98104
666	Howell's Violet	06805 Oriole Way	San Jose	California	95150
667	Springtape	6967 Clemons Park	Duluth	Georgia	30096
668	Treetrunk Fern	91000 Hansons Terrace	North Little Rock	Arkansas	72118
669	Twinberry	180 Boyd Drive	Tucson	Arizona	85743
670	Fivetooth Spineflower	10209 Buena Vista Hill	Chandler	Arizona	85246
671	Hairy Bugseed	78266 Wayridge Center	Fort Wayne	Indiana	46825
672	Branched Cinquefoil	06 Redwing Plaza	Atlanta	Georgia	30336
673	Rukam	64 Dryden Road	Memphis	Tennessee	38131
674	Oettinger's Trillium	6456 Southridge Trail	Mansfield	Ohio	44905
675	Birdbill Woodoats	92016 Milwaukee Terrace	Denver	Colorado	80249
676	Granular Trapeliopsis Lichen	5988 Debs Point	Springfield	Illinois	62705
677	Timopheev's Wheat	307 Melrose Alley	Tulsa	Oklahoma	74156
678	Bedgrass	58 Loeprich Circle	New York City	New York	10079
679	Ocala Vetch	0 Del Sol Street	Houston	Texas	77281
680	Russet Bushwillow	7 Crownhardt Court	Charleston	South Carolina	29411
681	Fremont's Milkvetch	769 Eagan Park	Albuquerque	New Mexico	87140
682	Dot Lichen	6 Stephen Avenue	New Orleans	Louisiana	70174
683	Snow Lichen	31 Ridgeway Place	Oklahoma City	Oklahoma	73142
684	Fremont's Combleaf	262 Marquette Place	Boise	Idaho	83722
685	Sagebrush Stickseed	5 Butterfield Parkway	Pittsburgh	Pennsylvania	15210
686	Pt. Reyes Checkerbloom	24 Norway Maple Hill	Waterloo	Iowa	50706
687	Hians Goosefoot	5 Everett Point	Memphis	Tennessee	38143
688	Roadside Sandmat	5934 Tony Lane	Elmira	New York	14905
689	Creeping-bluet	308 Straubel Trail	Duluth	Minnesota	55805
690	Yellowtuft	29775 Gina Street	Austin	Texas	78744
691	Youth On Age	940 Nevada Trail	West Palm Beach	Florida	33421
692	Caper	1190 Delaware Park	Ocala	Florida	34479
693	Wiggins' Lily	0320 Helena Hill	Reno	Nevada	89550
694	Club Lichen	33175 Buena Vista Road	Jamaica	New York	11407
695	San Jacinto Bluecurls	88 Moland Place	Phoenix	Arizona	85025
696	Holly Osmanthus	425 Manufacturers Avenue	Palmdale	California	93591
697	Tufted Wallaby Grass	49101 Melrose Junction	Rochester	New York	14604
698	Milky Draba	53 High Crossing Alley	Phoenix	Arizona	85072
699	Limestone Blue-eyed Grass	68196 Quincy Avenue	Boise	Idaho	83716
700	Parry's Goldenrod	5 Lawn Street	Newark	New Jersey	07195
701	Hairy Fogfruit	5880 Roth Center	Milwaukee	Wisconsin	53220
702	Graceful Midsorus Fern	5 4th Court	Phoenix	Arizona	85025
703	Hoffmann's Teddybear Cholla	15 Green Lane	Gainesville	Georgia	30506
704	Tara Vine	52785 Golden Leaf Hill	Mobile	Alabama	36605
705	Key West Threeawn	967 Lawn Plaza	Bismarck	North Dakota	58505
706	Azores Buttercup	25 Mccormick Way	Birmingham	Alabama	35244
707	Kilioe	67831 Westridge Lane	Honolulu	Hawaii	96835
708	Judas-tree	364 Vera Road	Brooklyn	New York	11220
709	Canyon Schiedea	1 Larry Court	Tulsa	Oklahoma	74156
710	Pacific Fishscale Lichen	9 Sommers Court	Washington	District of Columbia	20073
711	Whiteedge Flatsedge	610 Dunning Junction	Boise	Idaho	83757
712	Adirondack Blackberry	986 Iowa Parkway	Jamaica	New York	11407
713	Capetown Pea	73271 Jenifer Junction	San Antonio	Texas	78285
714	Watermelon Nightshade	7105 Messerschmidt Road	Newark	Delaware	19714
715	Willamette Valley Bittercress	79 Roxbury Center	Irvine	California	92619
716	Silverleafed Princess Flower	4229 Transport Junction	Dallas	Texas	75251
717	Blue Potatobush	8370 Hoffman Hill	San Antonio	Texas	78225
718	Blue Mountain Buckwheat	4 Packers Crossing	Green Bay	Wisconsin	54305
719	Smallflower Gymnosteris	127 Texas Road	Charleston	South Carolina	29424
720	Cold-desert Phlox	64 Oak Hill	Birmingham	Alabama	35290
721	Pale Spikerush	25825 Troy Lane	Washington	District of Columbia	20244
722	Twogrooved Milkvetch	7 Glacier Hill Pass	Lakewood	Washington	98498
723	Northern Freckled Milkvetch	1 Dottie Park	Minneapolis	Minnesota	55458
724	Low Watermilfoil	38 Anniversary Park	Daytona Beach	Florida	32128
725	Alderleaf Buckthorn	36465 Ilene Junction	Philadelphia	Pennsylvania	19178
726	Hogwort	46668 Sundown Place	Springfield	Missouri	65898
727	Porterweed	33218 Fulton Place	Irvine	California	92710
728	Norwegian Cinquefoil	64 Lillian Place	Fresno	California	93740
729	Golden Ragwort	1309 Swallow Center	Winston Salem	North Carolina	27157
730	Sticky Hedgehyssop	2444 Oak Valley Circle	Lafayette	Louisiana	70505
731	'ekoko	210 Anzinger Junction	Greensboro	North Carolina	27409
732	Sawtooth Wormwood	29240 Rutledge Pass	Danbury	Connecticut	06816
733	Granite Draba	71373 Prairie Rose Way	Brooklyn	New York	11231
734	Leadtree	2852 Prairieview Pass	Los Angeles	California	90010
735	St. Thomas Lidpod	9 Delladonna Avenue	El Paso	Texas	79977
736	Tucson Bur Ragweed	1469 South Court	Albany	New York	12210
737	Windmill Fringed Gentian	4929 Marcy Drive	Killeen	Texas	76544
738	Prairie Buttercup	215 Sundown Parkway	New York City	New York	10024
739	Willamette Navarretia	4578 Sage Center	Irving	Texas	75037
740	Parish's Fleabane	6 Karstens Park	Sioux Falls	South Dakota	57188
741	Wand Goldenrod	37 Mallory Trail	Syracuse	New York	13224
742	Wild Privet	3541 Sauthoff Street	Greensboro	North Carolina	27425
743	Shasta Lily	25 Grover Court	Rochester	New York	14624
744	Santa Catalina Mountain Phlox	61562 Marcy Park	Minneapolis	Minnesota	55480
745	Spiked Hoarypea	854 Norway Maple Point	Atlanta	Georgia	30368
746	Psilolechia Lichen	61 Eastwood Trail	Appleton	Wisconsin	54915
747	Brittle Lichen	22 Sunbrook Alley	Tulsa	Oklahoma	74149
748	Oregon Orange Lichen	14275 Fairview Drive	Louisville	Kentucky	40298
749	Leather Oak	07312 Randy Road	Houston	Texas	77255
750	Tall Buckwheat	779 Golf Course Parkway	Lincoln	Nebraska	68517
751	Hairy Sunflower	583 Arapahoe Road	Los Angeles	California	90071
752	Narrowleaf Terciopelo	7 International Circle	Portland	Oregon	97286
753	Sand Phacelia	96253 Luster Trail	Shawnee Mission	Kansas	66220
754	Mountain Tansymustard	10101 Mariners Cove Plaza	Oklahoma City	Oklahoma	73142
755	Blood Currant	35 Continental Alley	Salt Lake City	Utah	84145
756	Maidencane	2 Golf View Circle	Naperville	Illinois	60567
757	Welsh's Saltbush	3837 Village Green Trail	Tampa	Florida	33610
758	Sour Orange	9 Stephen Drive	Kansas City	Missouri	64130
759	New England Bryhnia Moss	17 Springview Drive	Oklahoma City	Oklahoma	73114
760	Swamp Justiceweed	9 Roxbury Terrace	San Francisco	California	94116
761	Platygyrium Moss	05 Stuart Trail	Lafayette	Louisiana	70593
762	Eightpetal Mountain-avens	46 Donald Alley	San Diego	California	92170
763	Giant Shield Lichen	675 Lighthouse Bay Place	Fort Worth	Texas	76121
764	Whisk Fern	2 Little Fleur Trail	Houston	Texas	77281
765	Hauptian Alkaligrass	81 Holmberg Road	Fresno	California	93773
766	Clasping Jewelflower	490 Eastlawn Avenue	Grand Junction	Colorado	81505
767	Thespesia	85 Del Sol Park	Huntington	West Virginia	25770
